Customer_ID,Report_Date,State,City,Network_Type,Network_Availability_Pct,Download_Speed_Mbps,Call_Drop_Rate_Pct,Latency_ms,Network_Downtime_Min,Complaint_Flag,Customer_Satisfaction
AIR107172,2025-12-15,Karnataka,Karnataka City 3,4G,98.07,42.68,1.15,40.1,65,0,3.58
AIR107173,2025-02-15,Kerala,Kerala City 1,4G,97.88,43.15,1.43,45.6,132,0,3.43
AIR107174,2025-03-15,Delhi,Delhi City 3,4G,99.56,48.73,1.01,36.1,89,1,3.74
AIR107175,2025-04-15,Tamil Nadu,Tamil Nadu City 1,4G,98.15,62.22,0.94,31.7,141,0,4.4
AIR107176,2025-05-15,West Bengal,West Bengal City 1,5G,99.94,159.23,1.01,31.2,105,0,3.99
AIR107177,2025-06-15,Maharashtra,Maharashtra City 1,5G,99.3,189.68,1.14,22,119,0,4.07
AIR107178,2025-07-15,Gujarat,Gujarat City 3,5G,99.19,154.83,0.58,25.6,83,0,4.11
AIR107179,2025-08-15,Delhi,Delhi City 1,5G,99.43,152.23,1.18,23.9,92,0,3.61
AIR107180,2025-09-15,Rajasthan,Rajasthan City 3,4G,97.62,55.25,1,26,88,0,3.49
AIR107181,2025-10-15,Telangana,Telangana City 3,4G,98.11,47.55,0.92,38.9,91,0,3.14
AIR107182,2025-11-15,Rajasthan,Rajasthan City 2,4G,96.99,41.77,0.64,42.9,48,0,3.77
AIR107183,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.39,42.62,0.37,43.5,69,1,3.7
AIR107184,2025-02-15,Maharashtra,Maharashtra City 3,5G,99.01,200.09,0.4,20.1,40,0,3.69
AIR107185,2025-03-15,Tamil Nadu,Tamil Nadu City 2,4G,97.31,33.15,1.56,45.9,65,1,2.61
AIR107186,2025-04-15,Kerala,Kerala City 2,4G,98.7,39.86,1.41,35.9,100,1,3.04
AIR107187,2025-05-15,Maharashtra,Maharashtra City 2,5G,100,164.47,0.6,20.4,68,1,3.8
AIR107188,2025-06-15,Gujarat,Gujarat City 1,5G,99.12,184.69,0.34,18.9,43,0,3.97
AIR107189,2025-07-15,West Bengal,West Bengal City 1,4G,98.04,32.81,1.15,46,121,1,3.02
AIR107190,2025-08-15,Delhi,Delhi City 2,4G,99.27,52.73,1.13,29.4,109,0,3.9
AIR107191,2025-09-15,Kerala,Kerala City 1,4G,98.71,65.34,2.13,24.1,77,0,3.44
AIR107192,2025-10-15,Kerala,Kerala City 2,4G,97.28,68.87,1.26,44.1,99,0,3.17
AIR107193,2025-11-15,Delhi,Delhi City 1,4G,97.78,52.9,1.15,30.8,78,0,4.36
AIR107194,2025-12-15,Delhi,Delhi City 3,4G,99.53,26.34,1.03,55.5,76,0,4.26
AIR107195,2025-02-15,Delhi,Delhi City 1,4G,98.9,66.99,0.83,40.6,67,0,3.73
AIR107196,2025-03-15,Delhi,Delhi City 1,4G,97.42,52.15,1.4,52.2,39,0,3.26
AIR107197,2025-04-15,Delhi,Delhi City 3,5G,99.78,164.26,0.52,17.9,76,0,4.18
AIR107198,2025-05-15,Kerala,Kerala City 2,5G,99.06,113.52,0.46,18.1,68,0,3.8
AIR107199,2025-06-15,Karnataka,Karnataka City 1,4G,97.96,63.2,1.35,30,98,1,2.58
AIR107200,2025-07-15,Karnataka,Karnataka City 1,5G,98.28,121.67,0.44,19.5,85,0,4.41
AIR107201,2025-08-15,Rajasthan,Rajasthan City 3,4G,98.6,34.61,1.31,27.7,76,1,3.61
AIR107202,2025-09-15,Karnataka,Karnataka City 3,4G,97.26,60.24,1.41,25.8,5,0,3.23
AIR107203,2025-10-15,Gujarat,Gujarat City 3,4G,98.28,5,0.61,27.2,75,1,3.32
AIR107204,2025-11-15,Karnataka,Karnataka City 3,4G,99.13,33.81,1.47,45,151,0,3.82
AIR107205,2025-12-15,Kerala,Kerala City 2,4G,98.52,66.97,0.98,31.7,93,0,3.6
AIR107206,2025-02-15,Delhi,Delhi City 1,5G,99.39,168.45,0.38,28.4,130,0,4.57
AIR107207,2025-03-15,Telangana,Telangana City 1,4G,97.79,65.1,0.98,54.4,50,1,3.21
AIR107208,2025-04-15,Telangana,Telangana City 1,5G,99.45,156.68,0.52,19.4,78,1,3.95
AIR107209,2025-05-15,Gujarat,Gujarat City 1,4G,95.82,29.56,1.15,49.1,90,0,3.68
AIR107210,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.29,48.05,1.51,53.1,117,0,3.65
AIR107211,2025-07-15,Kerala,Kerala City 1,4G,97.39,54.92,1.01,32.1,63,1,3.1
AIR107212,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,97.28,39.47,1.52,41.6,162,0,3.09
AIR107213,2025-09-15,Maharashtra,Maharashtra City 2,4G,98.46,49.7,0.79,51.1,143,0,3.7
AIR107214,2025-10-15,Rajasthan,Rajasthan City 3,5G,98.71,162.53,0.72,21.9,21,0,3.81
AIR107215,2025-11-15,Tamil Nadu,Tamil Nadu City 3,4G,98.07,48.72,0.66,23,70,0,3.18
AIR107216,2025-12-15,Kerala,Kerala City 1,4G,98.13,80.09,0.87,34.6,59,0,4.08
AIR107217,2025-02-15,Karnataka,Karnataka City 2,4G,97.7,37.54,0.96,39.7,32,0,3.73
AIR107218,2025-03-15,Delhi,Delhi City 3,4G,96.77,49.75,1.02,43.8,80,1,2.54
AIR107219,2025-04-15,Tamil Nadu,Tamil Nadu City 2,5G,98.89,183.12,0.58,7.9,89,0,3.91
AIR107220,2025-05-15,Maharashtra,Maharashtra City 3,5G,99.96,160.11,0.71,10.5,129,0,4.26
AIR107221,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,5G,98.99,198.16,0.77,25.4,88,0,3.72
AIR107222,2025-07-15,Telangana,Telangana City 1,4G,97.79,25.31,0.96,25.7,70,0,3.92
AIR107223,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.09,50.52,0.81,41,99,0,3.48
AIR107224,2025-09-15,Maharashtra,Maharashtra City 2,4G,98.06,49.97,1.12,26.4,133,1,3.19
AIR107225,2025-10-15,Delhi,Delhi City 3,5G,99.01,158.81,0.18,21.6,5,0,4.61
AIR107226,2025-11-15,Karnataka,Karnataka City 3,4G,98.25,42.38,1.26,35.7,126,0,3.24
AIR107227,2025-12-15,Maharashtra,Maharashtra City 1,4G,97.41,60.16,1.21,49,116,0,3.08
AIR107228,2025-02-15,Rajasthan,Rajasthan City 1,4G,98.58,41.64,1.55,30,125,0,3.05
AIR107229,2025-03-15,Maharashtra,Maharashtra City 1,4G,97.83,32.77,1.44,41.4,5,1,3.34
AIR107230,2025-04-15,Kerala,Kerala City 3,5G,99.24,93.86,1.19,15.3,126,0,3.85
AIR107231,2025-05-15,Karnataka,Karnataka City 3,5G,99.13,159.21,0.75,21.4,74,0,3.49
AIR107232,2025-06-15,Delhi,Delhi City 1,4G,98.49,66.59,1.32,36.9,112,0,3.43
AIR107233,2025-07-15,Telangana,Telangana City 2,5G,99.14,118.45,0.34,24.7,62,0,3.82
AIR107234,2025-08-15,Telangana,Telangana City 3,4G,98.56,47.95,0.99,37.5,54,0,3.29
AIR107235,2025-09-15,Maharashtra,Maharashtra City 1,5G,100,152.12,0.51,23.1,127,0,3.61
AIR107236,2025-10-15,Kerala,Kerala City 2,5G,99.5,116.63,0.46,20.1,43,0,4.66
AIR107237,2025-11-15,Tamil Nadu,Tamil Nadu City 3,4G,97.22,32.94,1.24,32.6,46,1,3.23
AIR107238,2025-12-15,Uttar Pradesh,Uttar Pradesh City 2,5G,99.08,82.29,0.75,32.9,83,1,3.06
AIR107239,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.78,41.54,1.24,63.1,52,0,2.7
AIR107240,2025-03-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.25,26.95,1.01,35.5,95,0,3.2
AIR107241,2025-04-15,Tamil Nadu,Tamil Nadu City 1,4G,98.17,48.08,0.61,41.3,29,0,3.88
AIR107242,2025-05-15,Kerala,Kerala City 2,4G,97.62,30.76,0.96,47.8,88,0,3.14
AIR107243,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.41,8.22,1.22,33.1,22,0,3.28
AIR107244,2025-07-15,Rajasthan,Rajasthan City 3,4G,98.79,43.33,1.67,43.2,102,1,3.46
AIR107245,2025-08-15,Tamil Nadu,Tamil Nadu City 2,5G,99.61,198.39,0.68,18.4,25,1,3.22
AIR107246,2025-09-15,Tamil Nadu,Tamil Nadu City 2,4G,97.03,37.94,1.09,37.9,21,1,3.43
AIR107247,2025-10-15,Delhi,Delhi City 2,5G,99.15,101.36,0.75,18.9,109,0,3.74
AIR107248,2025-11-15,Delhi,Delhi City 2,4G,96.61,25.17,1.01,38.4,113,0,3
AIR107249,2025-12-15,Karnataka,Karnataka City 2,4G,98.86,62.29,0.88,32.7,79,1,3.37
AIR107250,2025-02-15,Rajasthan,Rajasthan City 3,4G,98.22,50.13,0.87,32.7,54,0,3.25
AIR107251,2025-03-15,Rajasthan,Rajasthan City 2,4G,98.06,58.03,0.24,34.2,30,1,3.12
AIR107252,2025-04-15,Karnataka,Karnataka City 3,5G,98.27,62.1,0.57,23.2,81,0,3.81
AIR107253,2025-05-15,Rajasthan,Rajasthan City 1,4G,97.69,69.72,1.6,29.6,90,1,2.92
AIR107254,2025-06-15,Gujarat,Gujarat City 3,4G,98.69,39.75,1.24,31.4,31,0,3.13
AIR107255,2025-07-15,West Bengal,West Bengal City 2,5G,99.55,159.76,0.98,18.4,90,1,3.83
AIR107256,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.78,48.5,1.73,63.7,136,0,2.79
AIR107257,2025-09-15,Delhi,Delhi City 3,5G,99.48,165.5,1.06,18.1,70,1,3.88
AIR107258,2025-10-15,Karnataka,Karnataka City 3,4G,96.91,50.96,1.17,46.4,88,1,3.25
AIR107259,2025-11-15,Karnataka,Karnataka City 3,5G,98.7,162.02,0.62,30.9,66,0,4.44
AIR107260,2025-12-15,Rajasthan,Rajasthan City 2,5G,98.81,199.98,0.73,29.3,32,0,3.44
AIR107261,2025-02-15,Tamil Nadu,Tamil Nadu City 2,5G,98.96,177.27,0.76,23.6,77,0,3.88
AIR107262,2025-03-15,Telangana,Telangana City 3,4G,98.42,51.76,0.78,36.1,88,1,3.7
AIR107263,2025-04-15,Maharashtra,Maharashtra City 3,4G,98.13,32.25,1.36,46.4,65,1,3.58
AIR107264,2025-05-15,Maharashtra,Maharashtra City 1,5G,99.05,117.86,0.93,21,51,0,2.65
AIR107265,2025-06-15,Karnataka,Karnataka City 2,4G,98.4,49.72,1.02,21.5,86,0,3.2
AIR107266,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,4G,96.71,49.42,0.87,54.1,110,1,3.2
AIR107267,2025-08-15,Gujarat,Gujarat City 1,5G,99.86,177.01,0.86,17.1,140,0,3.59
AIR107268,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.73,58.78,1.12,45.6,83,0,3.52
AIR107269,2025-10-15,Karnataka,Karnataka City 3,4G,98.9,67.63,0.65,28.2,105,0,3.79
AIR107270,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,5G,98.95,128.73,0.29,23.3,42,0,3.45
AIR107271,2025-12-15,Delhi,Delhi City 3,4G,98.64,32.39,1.05,38.4,133,0,3.65
AIR107272,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.32,27.61,1.74,24.6,75,0,3.2
AIR107273,2025-03-15,Rajasthan,Rajasthan City 1,5G,99.38,99.39,0.7,16,143,0,3.84
AIR107274,2025-04-15,Rajasthan,Rajasthan City 1,5G,98.45,160.94,0.28,19.8,81,0,3.74
AIR107275,2025-05-15,Gujarat,Gujarat City 1,4G,97.36,26.16,1.71,25.5,105,0,3.15
AIR107276,2025-06-15,Delhi,Delhi City 3,5G,99.21,126.43,0.59,21.7,63,1,4.08
AIR107277,2025-07-15,Telangana,Telangana City 1,5G,99.01,161.25,0.18,11.3,120,0,4.19
AIR107278,2025-08-15,Tamil Nadu,Tamil Nadu City 3,4G,98.39,47.53,1.68,22.4,61,1,3.67
AIR107279,2025-09-15,Delhi,Delhi City 2,4G,98.17,53.74,0.66,29.3,70,1,4.2
AIR107280,2025-10-15,Kerala,Kerala City 2,4G,98.48,44.48,1.08,32.5,7,0,3.47
AIR107281,2025-11-15,West Bengal,West Bengal City 1,5G,99.63,159.2,1.17,22.5,127,0,3.51
AIR107282,2025-12-15,Karnataka,Karnataka City 3,5G,99.15,147.63,0.66,23.1,64,1,3.93
AIR107283,2025-02-15,Kerala,Kerala City 3,4G,99.11,40.21,1.28,26.3,108,0,4.3
AIR107284,2025-03-15,Gujarat,Gujarat City 3,5G,99.61,157.69,0.77,30.3,127,1,3.6
AIR107285,2025-04-15,Kerala,Kerala City 1,5G,99.86,164.48,0.85,22.7,41,1,3.69
AIR107286,2025-05-15,Rajasthan,Rajasthan City 3,4G,98.57,53.5,1.15,31,76,1,3.48
AIR107287,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,5G,98.89,201.86,0.71,27.1,41,0,3.79
AIR107288,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,99.43,33.67,1.17,40.9,84,0,3.53
AIR107289,2025-08-15,Maharashtra,Maharashtra City 2,5G,99.87,179.18,0.9,21.3,86,0,4.08
AIR107290,2025-09-15,Karnataka,Karnataka City 3,4G,97.82,59.9,1.2,37.7,42,1,3.83
AIR107291,2025-10-15,Maharashtra,Maharashtra City 2,4G,98.13,60.17,1.18,42.1,55,0,2.65
AIR107292,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.54,38.75,1.21,46.4,85,0,3.82
AIR107293,2025-12-15,Rajasthan,Rajasthan City 3,4G,98.74,30.85,0.64,42.8,44,0,4.32
AIR107294,2025-02-15,Rajasthan,Rajasthan City 3,5G,98.47,153.02,0.78,20.1,74,0,3.15
AIR107295,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.81,7.28,1.38,47.9,83,0,3.05
AIR107296,2025-04-15,Karnataka,Karnataka City 3,5G,98.49,109.84,1.18,21.2,52,0,3.64
AIR107297,2025-05-15,Maharashtra,Maharashtra City 1,4G,98.44,27.66,1.16,26.9,45,1,3.72
AIR107298,2025-06-15,Delhi,Delhi City 3,4G,98.49,58.93,1.19,42.7,107,0,3.24
AIR107299,2025-07-15,Rajasthan,Rajasthan City 2,5G,98.19,167.48,0.93,20,87,0,3.72
AIR107300,2025-08-15,Maharashtra,Maharashtra City 2,5G,99.3,197.58,0.91,20.7,5,0,4.07
AIR107301,2025-09-15,Telangana,Telangana City 1,5G,98.88,139.32,0.71,24.3,87,0,3.73
AIR107302,2025-10-15,Maharashtra,Maharashtra City 1,5G,100,110.79,0.74,24.5,106,0,3.91
AIR107303,2025-11-15,Telangana,Telangana City 1,4G,97.93,64.01,1.7,40.7,61,1,3.64
AIR107304,2025-12-15,Telangana,Telangana City 2,4G,98.99,56.91,0.87,46.4,94,0,2.76
AIR107305,2025-02-15,Rajasthan,Rajasthan City 3,4G,98.17,56.28,0.95,34.1,144,1,3.55
AIR107306,2025-03-15,Karnataka,Karnataka City 3,4G,100,55.63,1.56,36,84,0,3.02
AIR107307,2025-04-15,Gujarat,Gujarat City 1,5G,98.3,84.02,0.95,21.3,54,1,4.23
AIR107308,2025-05-15,Rajasthan,Rajasthan City 1,5G,99.14,100.81,0.75,22.3,58,0,3.33
AIR107309,2025-06-15,Karnataka,Karnataka City 3,4G,98.01,16.9,0.58,33.3,39,0,3.62
AIR107310,2025-07-15,Karnataka,Karnataka City 1,5G,98.61,159.88,0.9,14.7,92,1,3.64
AIR107311,2025-08-15,Kerala,Kerala City 3,5G,98.26,181.31,0.21,22.2,32,1,4.31
AIR107312,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,5G,98.51,105.06,0.74,8.7,102,1,3.35
AIR107313,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.49,57.91,1.22,44.6,135,0,3.75
AIR107314,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,96.48,50.56,1.17,48.6,5,1,3.28
AIR107315,2025-12-15,West Bengal,West Bengal City 2,5G,100,141.46,0.69,17.6,24,0,3.97
AIR107316,2025-02-15,Rajasthan,Rajasthan City 3,5G,99.92,160.31,0.27,22.2,48,0,4.46
AIR107317,2025-03-15,Karnataka,Karnataka City 1,4G,98.07,44.37,1.55,52.2,31,1,3.16
AIR107318,2025-04-15,Kerala,Kerala City 1,5G,98.43,156.77,0.53,20.1,112,0,4.31
AIR107319,2025-05-15,Telangana,Telangana City 1,4G,99.25,35.32,0.84,55.2,53,0,4.12
AIR107320,2025-06-15,Gujarat,Gujarat City 1,4G,98.3,40.51,0.36,25.2,16,0,3.44
AIR107321,2025-07-15,Gujarat,Gujarat City 2,5G,98.28,112.11,0.36,23,79,0,3.11
AIR107322,2025-08-15,Telangana,Telangana City 3,4G,98.12,44.34,1.07,50.8,72,0,3.62
AIR107323,2025-09-15,Maharashtra,Maharashtra City 3,4G,98.12,61.25,1.32,33.5,85,1,3.14
AIR107324,2025-10-15,Maharashtra,Maharashtra City 1,4G,97.38,44.27,1.25,37.1,56,0,3.07
AIR107325,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.18,40.41,1.49,53.1,89,0,3.6
AIR107326,2025-12-15,Rajasthan,Rajasthan City 1,4G,99.13,28.99,0.51,23,17,0,4.15
AIR107327,2025-02-15,West Bengal,West Bengal City 3,4G,98.66,31.28,0.58,34.1,15,0,4.11
AIR107328,2025-03-15,Kerala,Kerala City 2,5G,99.57,132.09,0.6,28,90,1,3.64
AIR107329,2025-04-15,Gujarat,Gujarat City 2,5G,99.06,152.83,0.91,21.1,49,0,3.56
AIR107330,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.45,74.03,0.7,21.5,101,1,4.13
AIR107331,2025-06-15,Tamil Nadu,Tamil Nadu City 2,4G,97.71,40.88,1.51,45,73,0,2.79
AIR107332,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,5G,98.37,168.33,0.98,19.2,103,0,3.53
AIR107333,2025-08-15,Tamil Nadu,Tamil Nadu City 3,4G,97.34,53.3,1.54,35.1,84,0,3.63
AIR107334,2025-09-15,Delhi,Delhi City 1,4G,98.02,38.74,1.93,32,78,0,2.96
AIR107335,2025-10-15,Karnataka,Karnataka City 2,4G,97.57,33.19,1.21,40.9,112,0,2.88
AIR107336,2025-11-15,Telangana,Telangana City 1,4G,97.43,50.14,1.77,43.1,110,0,2.78
AIR107337,2025-12-15,Karnataka,Karnataka City 2,4G,98.9,28.92,1.16,42.4,89,0,3.04
AIR107338,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.25,73.12,0.77,48.7,64,1,3.58
AIR107339,2025-03-15,Karnataka,Karnataka City 2,5G,99.43,190.81,0.33,28.2,104,0,4.46
AIR107340,2025-04-15,Kerala,Kerala City 1,5G,99.34,170.58,0.56,22.8,121,1,4.03
AIR107341,2025-05-15,Delhi,Delhi City 3,5G,99.68,172.89,0.63,20.8,32,0,4.08
AIR107342,2025-06-15,West Bengal,West Bengal City 2,4G,98.76,62.39,1.78,54.1,41,0,3.37
AIR107343,2025-07-15,Delhi,Delhi City 2,5G,99.2,127.66,0.8,25,82,0,4.58
AIR107344,2025-08-15,Gujarat,Gujarat City 3,4G,99.03,49.68,1.15,47.3,96,0,3.78
AIR107345,2025-09-15,Kerala,Kerala City 1,4G,97.59,23.28,0.97,27.1,72,1,3.7
AIR107346,2025-10-15,Karnataka,Karnataka City 3,5G,99.46,149.65,0.93,21,45,1,3.55
AIR107347,2025-11-15,West Bengal,West Bengal City 1,4G,99.39,51.73,0.84,57.4,68,1,3.11
AIR107348,2025-12-15,Karnataka,Karnataka City 2,4G,98.43,59.81,1.28,35.7,110,0,3.28
AIR107349,2025-02-15,Rajasthan,Rajasthan City 2,4G,98.12,53.74,0.69,40.9,116,1,4.06
AIR107350,2025-03-15,Rajasthan,Rajasthan City 3,5G,99.39,189.09,0.91,20,97,1,3.43
AIR107351,2025-04-15,Maharashtra,Maharashtra City 2,4G,99.94,57.21,1.37,45.4,122,0,3.66
AIR107352,2025-05-15,Delhi,Delhi City 3,5G,98.87,143.12,0.91,9.6,100,0,3.47
AIR107353,2025-06-15,West Bengal,West Bengal City 2,5G,99.21,203.53,0.47,12.9,54,1,3.85
AIR107354,2025-07-15,Rajasthan,Rajasthan City 2,5G,98.13,145.2,0.45,19.9,106,0,3.74
AIR107355,2025-08-15,Maharashtra,Maharashtra City 1,4G,98.55,44.84,0.64,37.8,43,0,4.28
AIR107356,2025-09-15,Kerala,Kerala City 3,4G,96.27,64.34,0.99,30.7,35,1,3.2
AIR107357,2025-10-15,West Bengal,West Bengal City 3,4G,97.5,19.56,1.03,39.4,75,1,3.32
AIR107358,2025-11-15,Maharashtra,Maharashtra City 2,4G,98.09,42.66,0.61,40.8,49,1,4.22
AIR107359,2025-12-15,Telangana,Telangana City 1,5G,99,114.8,1.03,14,37,0,4.38
AIR107360,2025-02-15,West Bengal,West Bengal City 1,4G,97.92,54.76,1.14,38,104,0,2.95
AIR107361,2025-03-15,Uttar Pradesh,Uttar Pradesh City 3,5G,99.1,204.21,0.52,25.9,29,0,3.83
AIR107362,2025-04-15,Maharashtra,Maharashtra City 3,4G,99.23,36.45,1.21,38.3,94,0,3.63
AIR107363,2025-05-15,Karnataka,Karnataka City 2,5G,99.41,172.74,0.39,16.1,57,0,4.18
AIR107364,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.02,52,0.46,39.5,79,0,3.67
AIR107365,2025-07-15,Telangana,Telangana City 2,4G,98.55,49.83,0.54,32.5,76,0,3.91
AIR107366,2025-08-15,Rajasthan,Rajasthan City 1,5G,98.58,212.61,0.73,10.1,58,0,3.62
AIR107367,2025-09-15,Tamil Nadu,Tamil Nadu City 3,4G,98.24,39.71,0.99,37.9,47,0,3.72
AIR107368,2025-10-15,Maharashtra,Maharashtra City 1,4G,98.93,49.26,0.76,45.6,69,0,3.57
AIR107369,2025-11-15,Kerala,Kerala City 1,4G,97.86,36.78,0.42,27.5,90,0,4.03
AIR107370,2025-12-15,Maharashtra,Maharashtra City 2,4G,97.76,48.67,1.42,35.3,24,0,2.92
AIR107371,2025-02-15,Tamil Nadu,Tamil Nadu City 1,5G,98.62,171.4,0.32,26.2,122,0,4.31
AIR107372,2025-03-15,Telangana,Telangana City 2,5G,99.6,179.84,0.64,20.3,122,0,3.97
AIR107373,2025-04-15,Telangana,Telangana City 2,4G,97.82,39.79,1.7,49.6,53,0,3.3
AIR107374,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.33,43.36,0.96,22.8,90,1,3.81
AIR107375,2025-06-15,West Bengal,West Bengal City 1,5G,98.65,148.64,0.52,17.5,68,0,4.03
AIR107376,2025-07-15,Kerala,Kerala City 2,5G,100,122.36,0.5,18.5,106,1,4.76
AIR107377,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,5G,99.29,98.9,0.68,20.6,125,0,3.71
AIR107378,2025-09-15,Kerala,Kerala City 1,5G,99.8,129.3,1.01,22.1,26,0,4.26
AIR107379,2025-10-15,Kerala,Kerala City 2,4G,99.16,56.3,1.12,38.9,117,1,4.23
AIR107380,2025-11-15,Tamil Nadu,Tamil Nadu City 2,4G,97.55,41.09,0.58,23.6,42,0,3.55
AIR107381,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.43,46.4,0.85,39.5,87,1,4.02
AIR107382,2025-02-15,Kerala,Kerala City 3,4G,99.51,42.86,0.52,22.5,64,0,4.37
AIR107383,2025-03-15,Gujarat,Gujarat City 3,5G,98.81,167.1,0.55,6.3,118,0,4.09
AIR107384,2025-04-15,Tamil Nadu,Tamil Nadu City 3,4G,99.28,48.67,0.69,29.3,58,0,3.93
AIR107385,2025-05-15,Telangana,Telangana City 3,5G,99.64,179.1,0.1,27.3,37,0,4.85
AIR107386,2025-06-15,Tamil Nadu,Tamil Nadu City 2,4G,98.52,40.45,1.06,37.3,75,0,3.58
AIR107387,2025-07-15,Karnataka,Karnataka City 2,5G,100,205.22,0.25,28.6,83,0,4.65
AIR107388,2025-08-15,Karnataka,Karnataka City 3,4G,96.26,41.62,1.5,46.4,61,0,3.15
AIR107389,2025-09-15,Kerala,Kerala City 1,4G,99.23,42.28,1.72,38.3,62,0,4.31
AIR107390,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.51,53.59,1.2,32.9,87,1,3.2
AIR107391,2025-11-15,Telangana,Telangana City 1,5G,98.02,141.7,0.6,17,100,0,4.42
AIR107392,2025-12-15,Tamil Nadu,Tamil Nadu City 2,4G,97.83,46.66,1.5,29.3,91,0,3.1
AIR107393,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.83,145.9,0.56,16.1,95,0,3.52
AIR107394,2025-03-15,Tamil Nadu,Tamil Nadu City 2,4G,98.05,43.13,1.06,44.8,43,1,3.32
AIR107395,2025-04-15,Tamil Nadu,Tamil Nadu City 1,4G,97.84,44.08,1.22,52.2,73,0,3.36
AIR107396,2025-05-15,Gujarat,Gujarat City 2,5G,98.69,129,0.26,36.1,102,0,4.28
AIR107397,2025-06-15,Karnataka,Karnataka City 2,4G,98.75,80.17,0.47,59.1,61,1,4.17
AIR107398,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,97.43,53.87,0.72,37.5,96,0,3.35
AIR107399,2025-08-15,Gujarat,Gujarat City 2,4G,98.84,40.31,1.12,34.8,80,1,3.42
AIR107400,2025-09-15,Karnataka,Karnataka City 3,5G,98.97,123.19,0.75,16.5,65,0,3.61
AIR107401,2025-10-15,Gujarat,Gujarat City 3,4G,98.12,24.72,0.8,51.6,100,0,3.37
AIR107402,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.4,39.7,0.46,30.4,107,0,4.4
AIR107403,2025-12-15,West Bengal,West Bengal City 1,4G,97.35,61.1,0.77,32.5,84,0,3.46
AIR107404,2025-02-15,Karnataka,Karnataka City 1,4G,97.68,70.03,0.92,16.5,70,0,2.96
AIR107405,2025-03-15,Rajasthan,Rajasthan City 2,4G,96.33,38.16,1.46,32.7,92,0,2.78
AIR107406,2025-04-15,West Bengal,West Bengal City 3,5G,99.09,184.43,0.2,21.4,39,1,3.54
AIR107407,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,5G,98.51,141.06,0.39,24.9,116,0,4.69
AIR107408,2025-06-15,Tamil Nadu,Tamil Nadu City 2,4G,98.07,57.9,1,33.1,24,1,3.54
AIR107409,2025-07-15,Telangana,Telangana City 3,5G,98.98,171.6,0.65,23.1,27,0,4.05
AIR107410,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,5G,99.88,181.57,0.13,11.9,62,0,3.56
AIR107411,2025-09-15,Gujarat,Gujarat City 3,5G,99.41,139.77,0.78,18.3,65,0,4.03
AIR107412,2025-10-15,Gujarat,Gujarat City 1,4G,98.4,43.97,1.08,17.3,54,0,3.33
AIR107413,2025-11-15,Gujarat,Gujarat City 2,4G,99.04,41.98,0.89,37.6,154,0,3.9
AIR107414,2025-12-15,Gujarat,Gujarat City 2,5G,99.76,150.47,0.59,20.6,24,0,4.31
AIR107415,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.99,62.44,1.4,41.2,110,1,3.61
AIR107416,2025-03-15,Telangana,Telangana City 2,4G,97.54,52.02,1.08,19.4,14,0,3.05
AIR107417,2025-04-15,Maharashtra,Maharashtra City 1,5G,100,154.21,1.17,18.1,97,0,4.34
AIR107418,2025-05-15,Gujarat,Gujarat City 3,4G,98.52,46.52,0.32,60,65,0,3.9
