Customer_ID,Report_Date,State,City,Network_Type,Network_Availability_Pct,Download_Speed_Mbps,Upload_Speed_Mbps,Latency_ms,Call_Drop_Rate_Pct,Network_Downtime_Min
AIR108977,2025-02-15,Delhi,Delhi City 1,5G,99.88,176.72,86.08,10.8,0.9,14
AIR108978,2025-03-15,Maharashtra,Maharashtra City 1,4G,98.85,37.27,23.83,34.2,1.11,64
AIR108979,2025-04-15,Tamil Nadu,Tamil Nadu City 3,5G,98.97,159.97,48.69,17.2,0.76,87
AIR108980,2025-05-15,Kerala,Kerala City 2,4G,97.91,52.58,12.73,38.4,1.45,87
AIR108981,2025-06-15,Gujarat,Gujarat City 3,4G,97.32,62.25,17.13,31,0.99,146
AIR108982,2025-07-15,Karnataka,Karnataka City 3,4G,97.26,34.16,14,50.7,0.75,40
AIR108983,2025-08-15,Maharashtra,Maharashtra City 2,4G,98.07,46.16,20.11,56.2,0.99,9
AIR108984,2025-09-15,Gujarat,Gujarat City 3,4G,98.07,55.8,16.1,33.1,1.67,88
AIR108985,2025-10-15,Delhi,Delhi City 1,4G,96.52,60.77,14.93,40.2,1.5,5
AIR108986,2025-11-15,Rajasthan,Rajasthan City 3,4G,100,57.06,28.85,50.9,1.01,121
AIR108987,2025-12-15,Kerala,Kerala City 2,5G,97.85,160.86,72.16,28.5,0.46,88
AIR108988,2025-02-15,Delhi,Delhi City 3,4G,99.13,51.03,20.3,42.4,1.46,64
AIR108989,2025-03-15,Karnataka,Karnataka City 1,5G,98.82,135.33,39.62,11.8,0.61,14
AIR108990,2025-04-15,Gujarat,Gujarat City 3,4G,98.61,74.68,16.45,37.7,1.17,65
AIR108991,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.97,49.49,16.79,42.6,1.03,5
AIR108992,2025-06-15,Karnataka,Karnataka City 3,4G,97.85,43.13,7.88,45.7,1.03,113
AIR108993,2025-07-15,Telangana,Telangana City 3,5G,99.63,129.7,62.86,10.3,0.61,63
AIR108994,2025-08-15,Maharashtra,Maharashtra City 2,4G,97.8,44.77,22.83,26.1,1.11,100
AIR108995,2025-09-15,Rajasthan,Rajasthan City 1,4G,99.09,69.03,28.7,32.7,0.24,87
AIR108996,2025-10-15,Kerala,Kerala City 1,4G,97.05,71.09,19.07,27.7,0.88,74
AIR108997,2025-11-15,West Bengal,West Bengal City 1,4G,98.04,37.85,22.03,48.1,0.64,30
AIR108998,2025-12-15,Gujarat,Gujarat City 3,5G,99.11,112.88,83.51,22.3,0.39,28
AIR108999,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.71,44.69,19.63,17.6,0.9,14
AIR109000,2025-03-15,West Bengal,West Bengal City 2,4G,96.43,22.68,21.27,18.8,1.38,76
AIR109001,2025-04-15,Maharashtra,Maharashtra City 3,5G,99.26,243.56,69.91,22.7,0.62,30
AIR109002,2025-05-15,Maharashtra,Maharashtra City 3,4G,97.34,45.26,11.98,12.7,1.33,131
AIR109003,2025-06-15,Kerala,Kerala City 1,4G,98.64,53.8,15.13,33.6,1.85,102
AIR109004,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,4G,96.44,29.41,12.11,31.8,0.9,129
AIR109005,2025-08-15,Maharashtra,Maharashtra City 3,5G,98.82,74.36,41.94,18.7,0.27,53
AIR109006,2025-09-15,West Bengal,West Bengal City 1,5G,97.93,173.34,87.84,20.1,0.61,76
AIR109007,2025-10-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.23,25.97,3.03,32.3,1.18,51
AIR109008,2025-11-15,West Bengal,West Bengal City 2,5G,99.12,115.11,93.48,23.9,0.66,46
AIR109009,2025-12-15,Karnataka,Karnataka City 1,4G,99.91,44.47,18.71,33.2,0.8,118
AIR109010,2025-02-15,Delhi,Delhi City 2,4G,97.73,38.86,24.65,40.3,1.71,60
AIR109011,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.69,34.26,16.02,35.6,1.52,100
AIR109012,2025-04-15,Tamil Nadu,Tamil Nadu City 2,4G,97.78,49.17,25.4,53.4,0.49,78
AIR109013,2025-05-15,Delhi,Delhi City 3,4G,98.42,50.23,21.99,34,0.69,79
AIR109014,2025-06-15,Delhi,Delhi City 3,5G,99.42,167.5,39.05,5.1,0.29,79
AIR109015,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,5G,98.43,168.55,78.47,16.1,0.8,102
AIR109016,2025-08-15,Rajasthan,Rajasthan City 2,5G,100,138.89,119.11,14.8,0.53,42
AIR109017,2025-09-15,Maharashtra,Maharashtra City 3,4G,96.75,46.87,26.13,40.1,0.95,60
AIR109018,2025-10-15,Karnataka,Karnataka City 2,4G,98.09,30,27.16,38.9,1.39,59
AIR109019,2025-11-15,Rajasthan,Rajasthan City 1,4G,98.26,50.45,26.48,39.4,0.95,81
AIR109020,2025-12-15,Rajasthan,Rajasthan City 2,4G,97.91,47.82,19.48,45.3,1.33,78
AIR109021,2025-02-15,Tamil Nadu,Tamil Nadu City 3,5G,99.26,150.37,60.45,23.2,0.18,50
AIR109022,2025-03-15,Gujarat,Gujarat City 2,4G,99.6,34.14,15.22,56.8,1.08,100
AIR109023,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,5G,98.64,73.83,59.34,26.1,0.8,110
AIR109024,2025-05-15,West Bengal,West Bengal City 3,5G,99.33,192.59,84.88,24.9,0.39,190
AIR109025,2025-06-15,Maharashtra,Maharashtra City 1,4G,97.61,11.9,23.85,46.8,1.39,59
AIR109026,2025-07-15,Rajasthan,Rajasthan City 1,4G,98.46,58.37,12.23,30.3,1.55,79
AIR109027,2025-08-15,Karnataka,Karnataka City 3,4G,98.12,40.67,21.26,18.8,0.53,65
AIR109028,2025-09-15,Gujarat,Gujarat City 2,4G,99.42,58.46,29.71,28.5,1.05,85
AIR109029,2025-10-15,Tamil Nadu,Tamil Nadu City 1,4G,98.14,14.97,24.37,29.7,0.76,117
AIR109030,2025-11-15,Telangana,Telangana City 1,4G,98.19,33.51,23.99,33.4,0.83,106
AIR109031,2025-12-15,Maharashtra,Maharashtra City 3,4G,99.02,52.18,21.05,33.9,0.41,156
AIR109032,2025-02-15,Telangana,Telangana City 2,5G,99.24,141.13,40.16,8.6,0.61,77
AIR109033,2025-03-15,Delhi,Delhi City 1,4G,98.69,61.02,6.99,44.8,1.22,81
AIR109034,2025-04-15,Rajasthan,Rajasthan City 1,4G,99.2,55.98,18.98,53.4,0.9,16
AIR109035,2025-05-15,Kerala,Kerala City 2,4G,98.37,44.67,21.09,39.2,1.13,111
AIR109036,2025-06-15,Maharashtra,Maharashtra City 1,5G,100,168.97,41.86,17,0.55,68
AIR109037,2025-07-15,West Bengal,West Bengal City 2,5G,99.18,172.75,59.66,26.8,1.02,53
AIR109038,2025-08-15,Gujarat,Gujarat City 3,4G,98.03,58.14,18.07,49.4,0.62,74
AIR109039,2025-09-15,Karnataka,Karnataka City 1,5G,99.3,190.99,50.31,15.7,0.97,131
AIR109040,2025-10-15,Maharashtra,Maharashtra City 3,5G,99.23,127.98,25.61,21.9,0.92,110
AIR109041,2025-11-15,West Bengal,West Bengal City 2,5G,99.1,162.12,44.28,24.6,0.4,93
AIR109042,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.39,61.8,16.24,43,1.02,59
AIR109043,2025-02-15,Telangana,Telangana City 3,5G,98.57,150.64,69.11,12.7,0.19,62
AIR109044,2025-03-15,Uttar Pradesh,Uttar Pradesh City 3,4G,99.16,53.78,23.8,38.1,0.92,123
AIR109045,2025-04-15,Gujarat,Gujarat City 2,5G,98.84,143.75,63.21,18.1,0.91,49
AIR109046,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,98.35,34.18,11.59,25.8,0.84,62
AIR109047,2025-06-15,Rajasthan,Rajasthan City 2,5G,99.34,187.07,80.34,21.1,0.5,52
AIR109048,2025-07-15,Maharashtra,Maharashtra City 2,5G,98.04,178.26,73.01,12.6,0.76,145
AIR109049,2025-08-15,Kerala,Kerala City 2,4G,97.45,53.52,6.83,43.8,0.66,63
AIR109050,2025-09-15,Telangana,Telangana City 1,5G,98.8,223.66,40.14,23.5,0.78,57
AIR109051,2025-10-15,Telangana,Telangana City 1,4G,97.63,38.03,23.32,42.5,0.33,86
AIR109052,2025-11-15,Maharashtra,Maharashtra City 1,4G,98.1,35.1,18.74,39.7,1.78,88
AIR109053,2025-12-15,Delhi,Delhi City 3,4G,98.62,47.25,20.75,39.1,1.42,18
AIR109054,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,5G,99.06,130.17,82.11,23.5,0.51,43
AIR109055,2025-03-15,Telangana,Telangana City 2,4G,98.96,15.28,22.54,23.6,0.86,138
AIR109056,2025-04-15,West Bengal,West Bengal City 2,4G,98.27,60.92,27.38,40,1.86,5
AIR109057,2025-05-15,Karnataka,Karnataka City 1,5G,98.95,210.66,62.91,19,0.75,37
AIR109058,2025-06-15,Rajasthan,Rajasthan City 2,5G,99.36,156.29,93.52,22.7,0.75,80
AIR109059,2025-07-15,Telangana,Telangana City 3,5G,99.05,180.18,58.53,23.3,0.53,91
AIR109060,2025-08-15,West Bengal,West Bengal City 2,4G,98.5,52.8,10.01,24.1,0.6,61
AIR109061,2025-09-15,Gujarat,Gujarat City 1,4G,97.69,41.63,13.15,40.3,1.38,100
AIR109062,2025-10-15,Gujarat,Gujarat City 2,4G,98.15,72.09,17.05,38.6,1.82,55
AIR109063,2025-11-15,Rajasthan,Rajasthan City 3,4G,98.35,63.15,20.57,9,0.67,109
AIR109064,2025-12-15,Delhi,Delhi City 1,4G,98.87,54.64,25.55,47.8,1.09,45
AIR109065,2025-02-15,Kerala,Kerala City 2,4G,98.25,14.61,24.71,39.8,0.53,83
AIR109066,2025-03-15,Rajasthan,Rajasthan City 3,5G,99.47,164.68,68.21,20.8,0.13,47
AIR109067,2025-04-15,Tamil Nadu,Tamil Nadu City 1,4G,98.27,41.32,11.29,31.6,0.78,67
AIR109068,2025-05-15,Delhi,Delhi City 1,4G,96.21,49.34,23.43,49.2,1.41,123
AIR109069,2025-06-15,Telangana,Telangana City 3,4G,97.83,35.51,15.8,36.8,1.3,100
AIR109070,2025-07-15,Rajasthan,Rajasthan City 2,4G,97.45,49.98,19.61,51.2,0.45,82
AIR109071,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.92,35.97,14.7,26.3,0.05,125
AIR109072,2025-09-15,Gujarat,Gujarat City 2,4G,97.27,54.07,14.41,54.3,0.99,5
AIR109073,2025-10-15,West Bengal,West Bengal City 1,5G,100,108.57,58.39,14.5,0.53,85
AIR109074,2025-11-15,Rajasthan,Rajasthan City 1,4G,97.56,48.64,24.64,39,0.69,96
AIR109075,2025-12-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.51,48.02,2,48.1,2.01,133
AIR109076,2025-02-15,Delhi,Delhi City 1,5G,99.33,135.16,81.07,11.9,0.58,71
AIR109077,2025-03-15,Tamil Nadu,Tamil Nadu City 1,5G,100,155.55,79.58,23.6,0.68,5
AIR109078,2025-04-15,West Bengal,West Bengal City 3,5G,99.29,190.61,45.47,20.2,0.92,59
AIR109079,2025-05-15,Karnataka,Karnataka City 2,5G,98.88,163.14,68.76,23.8,0.93,106
AIR109080,2025-06-15,Tamil Nadu,Tamil Nadu City 2,5G,98.55,114.32,73.67,15.3,0.29,62
AIR109081,2025-07-15,Telangana,Telangana City 2,4G,97.85,40.35,17.67,42.8,0.32,46
AIR109082,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,5G,99.18,138.04,46.4,17,0.45,64
AIR109083,2025-09-15,Rajasthan,Rajasthan City 1,4G,97.98,51.77,25.47,33.3,1.32,114
AIR109084,2025-10-15,Rajasthan,Rajasthan City 1,4G,96.9,36.57,10.67,32.9,1.15,106
AIR109085,2025-11-15,Maharashtra,Maharashtra City 2,4G,97.73,41.21,26.11,40.5,1.29,30
AIR109086,2025-12-15,Gujarat,Gujarat City 1,4G,97.56,38.53,24.06,42.6,0.87,70
AIR109087,2025-02-15,Telangana,Telangana City 2,4G,98.91,64.24,12,55.3,0.56,28
AIR109088,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,4G,97.45,41.16,17.99,37.8,1.03,109
AIR109089,2025-04-15,Rajasthan,Rajasthan City 2,4G,99.99,31.81,24.31,34.7,0.96,126
AIR109090,2025-05-15,Karnataka,Karnataka City 3,5G,100,137.7,56.96,9.1,0.73,77
AIR109091,2025-06-15,West Bengal,West Bengal City 1,5G,99.88,155.11,73.89,28.8,0.62,68
AIR109092,2025-07-15,Telangana,Telangana City 2,4G,98.36,40.77,16,27.5,1.14,92
AIR109093,2025-08-15,Delhi,Delhi City 3,5G,98.78,133.58,81.13,19.3,0.55,135
AIR109094,2025-09-15,Karnataka,Karnataka City 3,4G,98.92,36.45,18.62,36.6,1.09,38
AIR109095,2025-10-15,West Bengal,West Bengal City 1,5G,98.83,186.47,22.81,27.5,0.48,47
AIR109096,2025-11-15,Kerala,Kerala City 2,4G,98.3,64.17,17.42,26.9,1.18,35
AIR109097,2025-12-15,Gujarat,Gujarat City 1,4G,97.63,43.39,18.85,49,0.96,21
AIR109098,2025-02-15,Telangana,Telangana City 3,4G,98.78,59.45,23.3,31.4,1.32,73
AIR109099,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.12,47,16.22,48.1,1.61,43
AIR109100,2025-04-15,Tamil Nadu,Tamil Nadu City 2,4G,98.56,36.75,13.31,41.3,1.09,54
AIR109101,2025-05-15,West Bengal,West Bengal City 3,4G,98.93,37.14,22.55,41.5,0.93,70
AIR109102,2025-06-15,Delhi,Delhi City 1,4G,99.29,49.49,18.92,27.9,0.99,54
AIR109103,2025-07-15,Rajasthan,Rajasthan City 1,4G,98.48,22.44,14.85,43.2,1.12,145
AIR109104,2025-08-15,Tamil Nadu,Tamil Nadu City 1,4G,99.51,47.62,27.35,43.2,1.44,57
AIR109105,2025-09-15,Karnataka,Karnataka City 1,5G,99,194.3,87.26,23.8,0.92,89
AIR109106,2025-10-15,Gujarat,Gujarat City 1,4G,97.86,58.22,15.77,32.2,0.99,65
AIR109107,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.63,59.57,14.32,51.1,1.39,95
AIR109108,2025-12-15,Tamil Nadu,Tamil Nadu City 3,5G,99.86,209.22,96.14,13.9,0.21,77
AIR109109,2025-02-15,Delhi,Delhi City 2,5G,98.57,166.66,101.98,19.8,0.4,29
AIR109110,2025-03-15,West Bengal,West Bengal City 1,4G,97.73,36.03,18.42,21.1,0.52,90
AIR109111,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,5G,98.76,138.13,76.57,21,0.73,27
AIR109112,2025-05-15,Kerala,Kerala City 3,4G,95.47,41.54,16.98,35,1.25,39
AIR109113,2025-06-15,Rajasthan,Rajasthan City 1,4G,99.03,13.47,19.14,31.3,1.05,8
AIR109114,2025-07-15,Gujarat,Gujarat City 2,4G,97.68,44.12,26.37,47.4,0.96,96
AIR109115,2025-08-15,Tamil Nadu,Tamil Nadu City 1,4G,98.51,38.52,26.97,34.2,0.89,115
AIR109116,2025-09-15,Gujarat,Gujarat City 1,4G,97.14,73.44,13.84,54.5,1.29,92
AIR109117,2025-10-15,Gujarat,Gujarat City 2,4G,98.34,30.88,20.76,50.3,1.42,56
AIR109118,2025-11-15,Gujarat,Gujarat City 3,4G,98.35,74.08,21.29,32.7,1.36,168
AIR109119,2025-12-15,West Bengal,West Bengal City 2,5G,99.75,146.13,59.17,16.6,1.03,96
AIR109120,2025-02-15,Gujarat,Gujarat City 2,4G,98.91,25.78,19.21,24.6,1.31,52
AIR109121,2025-03-15,Kerala,Kerala City 2,4G,97.05,47.38,30.48,36.7,0.48,87
AIR109122,2025-04-15,Karnataka,Karnataka City 1,4G,98.13,52.02,15.52,28.5,0.69,88
AIR109123,2025-05-15,Delhi,Delhi City 3,5G,98.18,117.88,32.14,20.9,0.58,124
AIR109124,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.69,29.21,19.46,30,0.45,87
AIR109125,2025-07-15,Kerala,Kerala City 1,5G,99.27,136.09,29.59,27.8,0.24,80
AIR109126,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,5G,98.92,129.83,48.85,15.4,0.66,108
AIR109127,2025-09-15,Delhi,Delhi City 2,4G,97.05,40.05,23.46,50.1,1.15,150
AIR109128,2025-10-15,Karnataka,Karnataka City 3,5G,98.6,172.87,62.17,18.6,0.68,57
AIR109129,2025-11-15,Telangana,Telangana City 1,4G,97.43,26.37,14.15,51,1.16,75
AIR109130,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.96,49.92,26.1,57.7,0.77,86
AIR109131,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,4G,99.06,50.51,12.03,33.1,1.14,78
AIR109132,2025-03-15,Karnataka,Karnataka City 2,4G,98.64,26.4,28.48,48.9,1,73
AIR109133,2025-04-15,Tamil Nadu,Tamil Nadu City 1,4G,99.12,51.06,21.25,27.6,0.82,68
AIR109134,2025-05-15,Kerala,Kerala City 3,4G,98.57,7.88,16.14,35.1,1.32,80
AIR109135,2025-06-15,Tamil Nadu,Tamil Nadu City 2,4G,98.3,31.17,21.27,46.3,0.99,49
AIR109136,2025-07-15,Tamil Nadu,Tamil Nadu City 3,5G,99.27,177.35,85.07,23.4,0.42,49
AIR109137,2025-08-15,Tamil Nadu,Tamil Nadu City 1,4G,97.01,53.7,21.94,35.3,1.01,62
AIR109138,2025-09-15,Gujarat,Gujarat City 2,5G,99.12,186.78,37.8,29.3,0.55,77
AIR109139,2025-10-15,Rajasthan,Rajasthan City 1,4G,98.62,36.76,15.86,40.9,1.02,113
AIR109140,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.9,53.83,14.47,41.5,1.37,89
AIR109141,2025-12-15,Tamil Nadu,Tamil Nadu City 1,5G,98.72,185.94,34.43,22.5,0.61,127
AIR109142,2025-02-15,Kerala,Kerala City 3,4G,97.53,37.52,16.22,36.5,0.86,20
AIR109143,2025-03-15,Rajasthan,Rajasthan City 3,4G,98.22,17.1,15.52,31.8,0.83,94
AIR109144,2025-04-15,Rajasthan,Rajasthan City 2,4G,97.24,50.91,11.53,13.1,1.3,35
AIR109145,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,97.82,58.13,18.63,51.9,0.93,53
AIR109146,2025-06-15,West Bengal,West Bengal City 1,4G,97.87,45.2,11.13,56,1.26,124
AIR109147,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,97.8,57.13,9.56,35.1,1.38,62
AIR109148,2025-08-15,West Bengal,West Bengal City 3,5G,99.15,181.37,73.42,18.2,0.26,34
AIR109149,2025-09-15,Tamil Nadu,Tamil Nadu City 2,4G,96.9,36.55,12.31,44,0.72,87
AIR109150,2025-10-15,Kerala,Kerala City 2,4G,98.58,59.35,16.62,39.4,0.9,44
AIR109151,2025-11-15,West Bengal,West Bengal City 2,4G,98.34,57.66,21.86,37.7,1.23,90
AIR109152,2025-12-15,Gujarat,Gujarat City 2,4G,97.25,41.97,21.88,15.5,0.95,67
AIR109153,2025-02-15,Rajasthan,Rajasthan City 1,4G,98.48,51.15,12.75,43.2,1.71,124
AIR109154,2025-03-15,Tamil Nadu,Tamil Nadu City 1,4G,97.95,66.25,12.62,40.7,1.1,114
AIR109155,2025-04-15,Rajasthan,Rajasthan City 1,4G,97.47,39.87,27.17,42.2,1.22,13
AIR109156,2025-05-15,Tamil Nadu,Tamil Nadu City 1,5G,98.16,152.96,44.7,20.9,0.82,86
AIR109157,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,4G,98.19,53,15.25,40.3,1.13,90
AIR109158,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,5G,98.15,92.79,66.48,18.9,0.97,112
AIR109159,2025-08-15,Maharashtra,Maharashtra City 1,4G,97.61,44.11,25.11,35.9,1.58,91
AIR109160,2025-09-15,Tamil Nadu,Tamil Nadu City 1,4G,98.54,18.39,23.2,35,1.33,40
AIR109161,2025-10-15,Maharashtra,Maharashtra City 2,5G,98.95,138.78,71.11,25.4,0.36,102
AIR109162,2025-11-15,Karnataka,Karnataka City 3,5G,98.29,117.31,48.87,18.9,1.17,36
AIR109163,2025-12-15,Karnataka,Karnataka City 2,4G,97.34,49.5,13.31,29.2,0.9,48
AIR109164,2025-02-15,Rajasthan,Rajasthan City 3,5G,99.57,201.93,35.2,5,0.73,111
AIR109165,2025-03-15,West Bengal,West Bengal City 3,5G,99.44,174.39,90.74,18.8,0.4,90
AIR109166,2025-04-15,Tamil Nadu,Tamil Nadu City 1,5G,99.57,129.92,57.54,16.5,0.14,118
AIR109167,2025-05-15,Delhi,Delhi City 1,4G,97.78,38.35,23.98,36.9,1.25,99
AIR109168,2025-06-15,Tamil Nadu,Tamil Nadu City 1,5G,99.8,113.37,78.15,18.4,0.57,76
AIR109169,2025-07-15,Tamil Nadu,Tamil Nadu City 2,5G,100,144.96,25.37,19.4,0.92,105
AIR109170,2025-08-15,Delhi,Delhi City 2,4G,97.51,36.95,23.38,52.5,1.36,59
AIR109171,2025-09-15,Karnataka,Karnataka City 1,5G,98.97,166.84,65.89,24.4,0.55,56
AIR109172,2025-10-15,Maharashtra,Maharashtra City 2,5G,99.18,181.36,17.5,20.3,0.99,56
AIR109173,2025-11-15,Rajasthan,Rajasthan City 2,4G,99.42,34.37,23.94,23.8,0.8,81
AIR109174,2025-12-15,Karnataka,Karnataka City 3,4G,98.37,38.69,10.51,35.2,1.15,74
AIR109175,2025-02-15,Delhi,Delhi City 2,4G,97.84,43.13,3.96,35.4,1.14,130
AIR109176,2025-03-15,Tamil Nadu,Tamil Nadu City 3,4G,98.49,48.58,19.71,34.2,0.99,42
AIR109177,2025-04-15,Karnataka,Karnataka City 1,4G,98.72,52.6,17.22,41.6,0.64,40
AIR109178,2025-05-15,Kerala,Kerala City 2,4G,96.8,25.98,28.08,51.9,0.83,52
AIR109179,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,4G,97.53,38.22,5.29,30.7,1.53,95
AIR109180,2025-07-15,Tamil Nadu,Tamil Nadu City 2,5G,98.93,180.26,62.09,31.2,0.96,97
AIR109181,2025-08-15,Telangana,Telangana City 3,5G,99.09,166.84,32.4,16.2,0.75,57
AIR109182,2025-09-15,Delhi,Delhi City 3,4G,97.84,46.04,6.43,31.4,1.36,39
AIR109183,2025-10-15,Gujarat,Gujarat City 2,5G,99.96,169.32,56.12,21.2,0.4,94
AIR109184,2025-11-15,West Bengal,West Bengal City 1,4G,97.56,38.17,12.52,45.4,1.03,28
AIR109185,2025-12-15,Gujarat,Gujarat City 3,5G,99.15,183.02,32.5,16.8,0.51,108
AIR109186,2025-02-15,Karnataka,Karnataka City 1,5G,98.54,118.36,75.38,23.6,0.77,15
AIR109187,2025-03-15,Tamil Nadu,Tamil Nadu City 2,4G,96.82,56.19,25.78,47.5,0.36,59
AIR109188,2025-04-15,West Bengal,West Bengal City 2,4G,98.83,44.19,13.57,30.6,1.7,53
AIR109189,2025-05-15,West Bengal,West Bengal City 1,4G,98.54,55.64,8.17,22.2,1.22,107
AIR109190,2025-06-15,Rajasthan,Rajasthan City 2,5G,99.24,191.57,45.33,22.1,0.78,62
AIR109191,2025-07-15,Gujarat,Gujarat City 3,5G,98.79,121.24,78.41,21,0.41,89
AIR109192,2025-08-15,Tamil Nadu,Tamil Nadu City 1,4G,98.15,44.41,19.05,55.4,0.94,44
AIR109193,2025-09-15,Rajasthan,Rajasthan City 2,4G,99.7,46.74,6.2,51.4,1.58,5
AIR109194,2025-10-15,Maharashtra,Maharashtra City 2,4G,97.63,53.73,6.38,57.4,1.34,93
AIR109195,2025-11-15,Gujarat,Gujarat City 1,4G,98.42,53.94,7.88,36.6,0.81,76
AIR109196,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,5G,99.81,114.59,60.82,34.1,0.86,51
AIR109197,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,4G,98.43,58.68,12.89,39.6,0.71,102
AIR109198,2025-03-15,Rajasthan,Rajasthan City 2,5G,99.56,163.72,55.15,18.5,0.69,122
AIR109199,2025-04-15,Maharashtra,Maharashtra City 2,5G,99.32,163.82,76.07,21.8,0.34,115
AIR109200,2025-05-15,Kerala,Kerala City 1,5G,99.18,157.96,28.94,17.4,0.05,59
AIR109201,2025-06-15,Kerala,Kerala City 3,4G,98.17,58.31,13.8,35.6,1.38,159
AIR109202,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,4G,98.32,56.89,21.1,47,1.25,24
AIR109203,2025-08-15,Telangana,Telangana City 3,4G,98.83,47.15,16.05,33.2,1.61,121
AIR109204,2025-09-15,Delhi,Delhi City 1,5G,99.7,96.34,94.06,27.1,0.61,74
AIR109205,2025-10-15,Delhi,Delhi City 3,4G,97.93,72.59,20.23,22.4,0.97,56
AIR109206,2025-11-15,Telangana,Telangana City 3,4G,98.99,41.26,6.19,45.3,0.97,80
AIR109207,2025-12-15,Rajasthan,Rajasthan City 3,5G,98.63,111.44,45.68,22.3,0.56,121
AIR109208,2025-02-15,Delhi,Delhi City 3,4G,97.6,5,14.53,52.6,1.28,5
AIR109209,2025-03-15,Delhi,Delhi City 2,4G,98.55,26.89,20.5,40,1.05,106
AIR109210,2025-04-15,Gujarat,Gujarat City 1,4G,98,60.51,17.28,24.8,1.15,53
AIR109211,2025-05-15,Gujarat,Gujarat City 1,4G,97.11,42.62,19.28,26.3,0.53,84
AIR109212,2025-06-15,Telangana,Telangana City 3,4G,98.56,39.19,12.48,38.9,1.3,151
AIR109213,2025-07-15,Tamil Nadu,Tamil Nadu City 1,4G,97.88,52.98,22.96,39.6,1.21,42
AIR109214,2025-08-15,Maharashtra,Maharashtra City 1,5G,98.9,171.42,68.65,22.2,0.69,98
AIR109215,2025-09-15,Rajasthan,Rajasthan City 2,5G,98.59,186.39,81.47,18.9,0.58,51
AIR109216,2025-10-15,Gujarat,Gujarat City 1,4G,98.7,50.53,23.12,46.8,0.73,5
AIR109217,2025-11-15,Gujarat,Gujarat City 2,5G,99.59,104.15,48.75,25,0.45,160
AIR109218,2025-12-15,Kerala,Kerala City 1,4G,98.06,52.27,19.92,51.5,1,114
AIR109219,2025-02-15,Maharashtra,Maharashtra City 2,4G,98.56,24.04,20.58,36.2,0.79,57
AIR109220,2025-03-15,Kerala,Kerala City 2,5G,98.54,166.53,69.98,12.5,0.42,73
AIR109221,2025-04-15,Tamil Nadu,Tamil Nadu City 1,5G,99.32,131.51,55.84,15.4,0.59,63
AIR109222,2025-05-15,Maharashtra,Maharashtra City 2,4G,98.81,49.18,15.31,47.8,1.55,47
AIR109223,2025-06-15,Delhi,Delhi City 2,4G,97.72,50.14,14.06,34.1,1.17,44
AIR109224,2025-07-15,Kerala,Kerala City 1,5G,99.26,121.24,62.81,12,0.73,69
AIR109225,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.75,34.96,24.47,18.9,0.73,121
AIR109226,2025-09-15,Rajasthan,Rajasthan City 2,5G,99.27,126.74,91.53,19.1,0.71,46
AIR109227,2025-10-15,Delhi,Delhi City 2,4G,98.8,54,12.19,29.1,1.2,97
AIR109228,2025-11-15,Maharashtra,Maharashtra City 2,5G,99.66,168.83,71.77,26.4,0.61,87
AIR109229,2025-12-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.84,65.87,5.94,52.7,1.46,66
AIR109230,2025-02-15,Tamil Nadu,Tamil Nadu City 3,4G,99.19,39.46,22.5,55.7,0.77,60
AIR109231,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,4G,97.27,45.33,11.43,48.6,0.82,91
AIR109232,2025-04-15,Gujarat,Gujarat City 2,4G,98.72,29.98,25.07,37.3,1.1,98
