Customer_ID,Usage_Date,State,City,Network_Type,Customer_Segment,Tenure_Years,Data_Usage_GB,Voice_Usage_Min,Customer_Satisfaction,NPS_Score
AIR109284,2025-12-15,Delhi,Delhi City 3,5G,Broadband,6,52.23,615,3.91,33
AIR109285,2025-02-15,Maharashtra,Maharashtra City 1,4G,Postpaid,4,12.31,298,3.54,19
AIR109286,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,3.7,17.61,318,3.95,42
AIR109287,2025-04-15,West Bengal,West Bengal City 3,4G,Prepaid,5.8,17.46,387,3.63,18
AIR109288,2025-05-15,Telangana,Telangana City 1,5G,Prepaid,4.2,4.56,313,3.68,15
AIR109289,2025-06-15,Rajasthan,Rajasthan City 1,4G,Prepaid,1.1,17.8,276,3.14,7
AIR109290,2025-07-15,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,1.4,33.85,369,4.22,40
AIR109291,2025-08-15,Telangana,Telangana City 1,5G,Prepaid,0.9,31.04,589,3.22,4
AIR109292,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,3.9,26.89,615,4.01,35
AIR109293,2025-10-15,Delhi,Delhi City 1,5G,Postpaid,4.4,36.75,552,3.93,34
AIR109294,2025-11-15,Telangana,Telangana City 3,5G,Prepaid,4.8,30.22,71,3.88,27
AIR109295,2025-12-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,3.2,13.41,584,3.36,-5
AIR109296,2025-02-15,Kerala,Kerala City 2,4G,Enterprise,4.2,21.3,538,3.51,19
AIR109297,2025-03-15,Maharashtra,Maharashtra City 1,4G,Prepaid,5.1,14.8,249,3.86,43
AIR109298,2025-04-15,Kerala,Kerala City 2,4G,Postpaid,0.9,10.55,170,3.04,11
AIR109299,2025-05-15,Delhi,Delhi City 2,4G,Prepaid,6.1,24.32,779,3.41,15
AIR109300,2025-06-15,Karnataka,Karnataka City 2,4G,Prepaid,1.2,12.79,672,2.42,-25
AIR109301,2025-07-15,Delhi,Delhi City 3,4G,Postpaid,6.3,34.21,265,4.42,44
AIR109302,2025-08-15,Maharashtra,Maharashtra City 3,4G,Prepaid,1.8,22.98,418,3.03,4
AIR109303,2025-09-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.5,6.12,357,4.29,52
AIR109304,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,4.9,23,356,3.07,-5
AIR109305,2025-11-15,West Bengal,West Bengal City 1,4G,Broadband,6.5,21.99,363,2.49,-12
AIR109306,2025-12-15,Kerala,Kerala City 1,4G,Postpaid,5.6,33.16,283,4.01,47
AIR109307,2025-02-15,Delhi,Delhi City 3,5G,Enterprise,4.5,57.71,425,4.29,55
AIR109308,2025-03-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,5.8,16.82,573,3.12,5
AIR109309,2025-04-15,Kerala,Kerala City 1,4G,Prepaid,5.4,33.24,888,3.35,-2
AIR109310,2025-05-15,Delhi,Delhi City 2,4G,Prepaid,0.6,30.42,292,2.93,-7
AIR109311,2025-06-15,Maharashtra,Maharashtra City 2,4G,Prepaid,6.4,23.68,421,3.51,4
AIR109312,2025-07-15,Kerala,Kerala City 3,4G,Postpaid,4.2,15.61,409,3.59,18
AIR109313,2025-08-15,Delhi,Delhi City 2,5G,Postpaid,4.6,44.78,20,4.7,46
AIR109314,2025-09-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,3.6,5.59,388,4.15,40
AIR109315,2025-10-15,Maharashtra,Maharashtra City 3,4G,Prepaid,3.1,24.27,431,3.77,11
AIR109316,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,1.5,1,396,3.53,20
AIR109317,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Broadband,6.9,12.27,103,3.05,1
AIR109318,2025-02-15,West Bengal,West Bengal City 2,5G,Broadband,1.6,36.56,622,4.45,65
AIR109319,2025-03-15,Telangana,Telangana City 1,4G,Prepaid,2.9,12.9,372,3.67,19
AIR109320,2025-04-15,Karnataka,Karnataka City 2,5G,Prepaid,3,37.79,272,3.33,-8
AIR109321,2025-05-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,6.4,7.43,428,3.86,33
AIR109322,2025-06-15,Maharashtra,Maharashtra City 1,5G,Broadband,0.7,24.55,180,3.37,11
AIR109323,2025-07-15,Kerala,Kerala City 3,4G,Enterprise,4,19.21,223,2.91,3
AIR109324,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,4.9,14.5,808,3.78,15
AIR109325,2025-09-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,2.8,35.19,535,3.5,20
AIR109326,2025-10-15,Maharashtra,Maharashtra City 2,4G,Prepaid,4.2,33.02,398,4.17,40
AIR109327,2025-11-15,Maharashtra,Maharashtra City 2,4G,Postpaid,5.3,19.91,344,3.35,12
AIR109328,2025-12-15,Kerala,Kerala City 3,4G,Postpaid,6.7,38.35,634,3.77,32
AIR109329,2025-02-15,Maharashtra,Maharashtra City 3,4G,Postpaid,1.9,18.02,280,3.24,33
AIR109330,2025-03-15,Rajasthan,Rajasthan City 2,4G,Enterprise,5,14.95,396,3.84,35
AIR109331,2025-04-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,2.7,8.76,508,3.72,33
AIR109332,2025-05-15,Delhi,Delhi City 2,4G,Postpaid,2.5,9.37,477,3.56,17
AIR109333,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,3.9,5.26,21,3.49,31
AIR109334,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,1.3,21.55,756,3.55,3
AIR109335,2025-08-15,Delhi,Delhi City 3,4G,Postpaid,1.7,28.13,249,3.18,-6
AIR109336,2025-09-15,Tamil Nadu,Tamil Nadu City 1,5G,Broadband,5.8,48.12,591,4.21,28
AIR109337,2025-10-15,Karnataka,Karnataka City 1,4G,Postpaid,1.3,9.62,319,4.19,43
AIR109338,2025-11-15,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,2.6,54.47,226,3.57,36
AIR109339,2025-12-15,Gujarat,Gujarat City 2,4G,Postpaid,4.1,11.28,756,3.56,24
AIR109340,2025-02-15,Maharashtra,Maharashtra City 3,4G,Prepaid,0.8,27.49,661,3.96,37
AIR109341,2025-03-15,Telangana,Telangana City 2,4G,Postpaid,1.2,21.4,490,2.87,5
AIR109342,2025-04-15,Kerala,Kerala City 3,4G,Postpaid,1.5,6.79,259,3.8,23
AIR109343,2025-05-15,Rajasthan,Rajasthan City 2,5G,Postpaid,1.4,25.27,327,3.67,16
AIR109344,2025-06-15,Telangana,Telangana City 1,4G,Postpaid,2.1,20.27,310,4.42,56
AIR109345,2025-07-15,Delhi,Delhi City 3,4G,Postpaid,1.5,18.55,322,2.43,14
AIR109346,2025-08-15,Kerala,Kerala City 2,5G,Broadband,3.3,43.99,277,3.9,28
AIR109347,2025-09-15,Kerala,Kerala City 3,5G,Prepaid,3.9,29.42,399,4.44,50
AIR109348,2025-10-15,Kerala,Kerala City 3,4G,Broadband,2.3,22.01,682,3.76,20
AIR109349,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,5.3,32.19,298,4.03,55
AIR109350,2025-12-15,Rajasthan,Rajasthan City 2,4G,Prepaid,5.8,3.12,287,3.2,11
AIR109351,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.1,15.76,624,4,23
AIR109352,2025-03-15,Maharashtra,Maharashtra City 3,4G,Prepaid,4.6,20.55,424,3.57,12
AIR109353,2025-04-15,Gujarat,Gujarat City 1,4G,Prepaid,3.9,16.64,640,3.95,27
AIR109354,2025-05-15,West Bengal,West Bengal City 3,5G,Postpaid,0.5,56.03,749,3.73,17
AIR109355,2025-06-15,Rajasthan,Rajasthan City 1,4G,Broadband,4,1,388,3.42,30
AIR109356,2025-07-15,Telangana,Telangana City 1,4G,Prepaid,0.5,24.38,401,3.71,41
AIR109357,2025-08-15,Maharashtra,Maharashtra City 1,5G,Broadband,6.5,15.69,577,3.4,7
AIR109358,2025-09-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,3.1,1,222,2.88,-8
AIR109359,2025-10-15,Delhi,Delhi City 1,4G,Broadband,4.3,33.75,836,3.79,32
AIR109360,2025-11-15,Gujarat,Gujarat City 3,5G,Broadband,6.3,30.14,230,3.78,51
AIR109361,2025-12-15,Maharashtra,Maharashtra City 3,4G,Broadband,1,14.32,170,3.9,31
AIR109362,2025-02-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,5.8,15.84,600,4.14,38
AIR109363,2025-03-15,Gujarat,Gujarat City 3,4G,Broadband,3,33.37,410,3.39,29
AIR109364,2025-04-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.5,14.33,406,3.58,12
AIR109365,2025-05-15,Rajasthan,Rajasthan City 1,5G,Prepaid,1.8,37.11,287,3.46,25
AIR109366,2025-06-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.8,28.09,223,2.77,-15
AIR109367,2025-07-15,Gujarat,Gujarat City 3,4G,Postpaid,4.1,19.57,403,3.58,27
AIR109368,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,3.1,14.7,247,3.03,12
AIR109369,2025-09-15,Telangana,Telangana City 2,5G,Prepaid,6,1,576,4.23,31
AIR109370,2025-10-15,Maharashtra,Maharashtra City 1,4G,Broadband,5.4,19.6,102,3.45,19
AIR109371,2025-11-15,Gujarat,Gujarat City 1,4G,Postpaid,2.4,14.96,353,4.31,43
AIR109372,2025-12-15,Telangana,Telangana City 2,5G,Broadband,3.8,33.04,567,3.87,44
AIR109373,2025-02-15,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,5.8,10.73,86,3.77,14
AIR109374,2025-03-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,1.8,13.83,189,3.48,3
AIR109375,2025-04-15,Kerala,Kerala City 1,4G,Prepaid,4.7,20.9,272,3.36,17
AIR109376,2025-05-15,Gujarat,Gujarat City 1,4G,Prepaid,1.2,30.48,636,4.06,18
AIR109377,2025-06-15,Rajasthan,Rajasthan City 3,4G,Prepaid,3.1,1,236,4.03,37
AIR109378,2025-07-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,4,22.03,419,3.89,28
AIR109379,2025-08-15,Delhi,Delhi City 1,4G,Prepaid,3.5,10.9,219,3.28,-1
AIR109380,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,6,21.97,409,3.87,18
AIR109381,2025-10-15,West Bengal,West Bengal City 2,4G,Prepaid,5.7,27.23,410,3.74,21
AIR109382,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,5.1,25.72,218,3.65,23
AIR109383,2025-12-15,Rajasthan,Rajasthan City 1,4G,Postpaid,6.6,20.85,448,3.51,34
AIR109384,2025-02-15,Maharashtra,Maharashtra City 3,4G,Postpaid,5,5.74,458,4.29,53
AIR109385,2025-03-15,Karnataka,Karnataka City 2,5G,Broadband,0.6,40.46,383,3.99,33
AIR109386,2025-04-15,Delhi,Delhi City 2,4G,Postpaid,3.1,5.26,686,3.57,35
AIR109387,2025-05-15,Karnataka,Karnataka City 3,4G,Enterprise,4.8,8.37,253,2.92,11
AIR109388,2025-06-15,Tamil Nadu,Tamil Nadu City 2,4G,Broadband,1.9,8.92,507,2.95,-9
AIR109389,2025-07-15,Maharashtra,Maharashtra City 1,4G,Postpaid,0.8,21.13,200,3.83,32
AIR109390,2025-08-15,Telangana,Telangana City 3,4G,Prepaid,4.7,20.5,453,3.81,35
AIR109391,2025-09-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,1.3,6.29,368,3.59,14
AIR109392,2025-10-15,Karnataka,Karnataka City 3,4G,Postpaid,1.4,9.03,572,2.52,-3
AIR109393,2025-11-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,1.2,37.37,627,3.79,29
AIR109394,2025-12-15,West Bengal,West Bengal City 1,4G,Broadband,1.5,26.98,781,2.85,-6
AIR109395,2025-02-15,Kerala,Kerala City 3,4G,Postpaid,2.9,26.63,179,3.01,19
AIR109396,2025-03-15,West Bengal,West Bengal City 3,4G,Enterprise,5.9,14.81,278,3.13,0
AIR109397,2025-04-15,Maharashtra,Maharashtra City 2,4G,Broadband,4.5,4.08,104,3.24,13
AIR109398,2025-05-15,Telangana,Telangana City 1,5G,Enterprise,0.8,23.77,536,4.15,34
AIR109399,2025-06-15,West Bengal,West Bengal City 3,4G,Prepaid,6.4,20.7,665,3.45,5
AIR109400,2025-07-15,Gujarat,Gujarat City 2,4G,Prepaid,5.9,20.35,99,3.88,27
AIR109401,2025-08-15,Telangana,Telangana City 3,5G,Postpaid,5.2,25.47,144,3.44,36
AIR109402,2025-09-15,Karnataka,Karnataka City 2,4G,Postpaid,5.8,29.08,668,4.01,41
AIR109403,2025-10-15,West Bengal,West Bengal City 1,5G,Prepaid,5.5,16.46,719,3.97,6
AIR109404,2025-11-15,Kerala,Kerala City 2,5G,Postpaid,6.5,45.48,512,3.88,14
AIR109405,2025-12-15,Telangana,Telangana City 3,4G,Postpaid,6.5,36.07,301,3.46,13
AIR109406,2025-02-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,3.8,30.65,94,4.05,32
AIR109407,2025-03-15,Kerala,Kerala City 2,4G,Postpaid,0.2,16.7,110,3.75,29
AIR109408,2025-04-15,Tamil Nadu,Tamil Nadu City 1,5G,Broadband,4.4,57.65,196,4.37,40
AIR109409,2025-05-15,West Bengal,West Bengal City 1,4G,Postpaid,3.5,27.77,186,3.78,32
AIR109410,2025-06-15,Delhi,Delhi City 3,4G,Postpaid,3.9,23.63,381,3.03,-2
AIR109411,2025-07-15,Delhi,Delhi City 3,5G,Prepaid,2.1,40.89,57,4.1,45
AIR109412,2025-08-15,Karnataka,Karnataka City 2,4G,Postpaid,3.1,26.01,589,3.17,11
AIR109413,2025-09-15,Kerala,Kerala City 2,5G,Broadband,1,30.6,325,4.14,42
AIR109414,2025-10-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,0.9,12.8,488,3.64,14
AIR109415,2025-11-15,Rajasthan,Rajasthan City 1,4G,Prepaid,3.2,1,570,2.88,5
AIR109416,2025-12-15,Kerala,Kerala City 1,4G,Postpaid,6.6,21.25,360,3.17,15
AIR109417,2025-02-15,Gujarat,Gujarat City 3,4G,Broadband,0.6,8.37,739,3.4,0
AIR109418,2025-03-15,Karnataka,Karnataka City 3,4G,Prepaid,0.4,29.91,300,3.63,25
AIR109419,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,3.5,5.22,449,4.17,43
AIR109420,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,5.2,31.39,671,3.98,25
AIR109421,2025-06-15,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,2.3,49.27,397,4.17,42
AIR109422,2025-07-15,Delhi,Delhi City 3,4G,Postpaid,6.3,34.64,501,3.09,13
AIR109423,2025-08-15,Telangana,Telangana City 3,5G,Broadband,5.7,57.31,149,4.44,51
AIR109424,2025-09-15,Gujarat,Gujarat City 3,4G,Prepaid,5.7,15.88,512,3.83,37
AIR109425,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,2.8,15.5,39,3.57,24
AIR109426,2025-11-15,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,4.8,17.54,406,3.46,4
AIR109427,2025-12-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,1.8,35.08,473,3.32,-1
AIR109428,2025-02-15,West Bengal,West Bengal City 1,4G,Postpaid,5,16.81,29,3.72,29
AIR109429,2025-03-15,Delhi,Delhi City 3,4G,Postpaid,3.3,17.31,540,3.64,11
AIR109430,2025-04-15,Kerala,Kerala City 1,5G,Prepaid,5.1,51.41,457,3.79,13
AIR109431,2025-05-15,Telangana,Telangana City 2,4G,Prepaid,5.5,16.72,166,3.77,23
AIR109432,2025-06-15,West Bengal,West Bengal City 1,5G,Postpaid,3.4,34.14,256,4.15,64
AIR109433,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,2.7,33.83,464,3.1,28
AIR109434,2025-08-15,Telangana,Telangana City 1,4G,Prepaid,0.7,23.7,666,3.28,13
AIR109435,2025-09-15,Karnataka,Karnataka City 1,4G,Enterprise,2.1,27.43,524,3.7,22
AIR109436,2025-10-15,Delhi,Delhi City 3,4G,Postpaid,2.4,25.85,528,3.6,45
AIR109437,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Broadband,5.1,16.27,298,3.73,28
AIR109438,2025-12-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,6,31.51,326,3.56,11
AIR109439,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,5.3,14.1,323,3.16,10
AIR109440,2025-03-15,Rajasthan,Rajasthan City 2,5G,Postpaid,1.5,26.86,602,4.28,35
AIR109441,2025-04-15,Maharashtra,Maharashtra City 3,4G,Broadband,0.7,15.54,518,3.33,20
AIR109442,2025-05-15,Maharashtra,Maharashtra City 3,4G,Prepaid,1,24.77,154,3.06,-16
AIR109443,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.9,30.35,413,3.73,23
AIR109444,2025-07-15,Rajasthan,Rajasthan City 2,4G,Postpaid,4.6,1,297,4.13,44
AIR109445,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,3.3,25.22,149,3.09,10
AIR109446,2025-09-15,Maharashtra,Maharashtra City 1,4G,Broadband,3.4,29.34,20,3.97,41
AIR109447,2025-10-15,West Bengal,West Bengal City 3,4G,Prepaid,4,30.17,503,3.14,17
AIR109448,2025-11-15,Karnataka,Karnataka City 3,5G,Broadband,1,9.16,408,3.99,35
AIR109449,2025-12-15,Maharashtra,Maharashtra City 1,5G,Broadband,1.1,37.09,597,3.76,18
AIR109450,2025-02-15,Karnataka,Karnataka City 1,4G,Postpaid,0.8,27.05,283,2.95,-9
AIR109451,2025-03-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,2.1,27,271,3.95,33
AIR109452,2025-04-15,Karnataka,Karnataka City 2,4G,Broadband,2.6,20.09,450,3.72,25
AIR109453,2025-05-15,West Bengal,West Bengal City 2,5G,Postpaid,4.9,38.41,352,4.09,48
AIR109454,2025-06-15,Rajasthan,Rajasthan City 3,4G,Broadband,1.5,13.45,546,3.51,11
AIR109455,2025-07-15,Karnataka,Karnataka City 2,4G,Broadband,3.3,29.08,517,3.02,7
AIR109456,2025-08-15,Telangana,Telangana City 3,5G,Prepaid,2.8,64.53,591,3.73,48
AIR109457,2025-09-15,Kerala,Kerala City 1,4G,Postpaid,2.5,32.46,197,3.84,19
AIR109458,2025-10-15,Maharashtra,Maharashtra City 1,4G,Postpaid,3.9,3.56,789,3.66,27
AIR109459,2025-11-15,Rajasthan,Rajasthan City 3,4G,Broadband,3.4,17,163,3.76,15
AIR109460,2025-12-15,Gujarat,Gujarat City 1,4G,Prepaid,3.2,16.96,480,3.63,22
AIR109461,2025-02-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,4.6,3.1,380,3.75,25
AIR109462,2025-03-15,Kerala,Kerala City 3,4G,Broadband,3.2,17.83,505,3.12,-17
AIR109463,2025-04-15,Telangana,Telangana City 3,4G,Prepaid,1.1,10.37,340,3.42,4
AIR109464,2025-05-15,Delhi,Delhi City 2,4G,Postpaid,4.4,24.73,284,3.62,26
AIR109465,2025-06-15,West Bengal,West Bengal City 3,4G,Prepaid,3.6,36.09,639,3.17,21
AIR109466,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,0.5,11.15,825,3.06,-1
AIR109467,2025-08-15,Kerala,Kerala City 3,4G,Postpaid,5.8,29.18,507,3.87,40
AIR109468,2025-09-15,Rajasthan,Rajasthan City 2,4G,Prepaid,5.8,23.6,314,4.02,12
AIR109469,2025-10-15,Rajasthan,Rajasthan City 1,4G,Enterprise,1.6,34.62,340,3.56,19
AIR109470,2025-11-15,Rajasthan,Rajasthan City 2,4G,Prepaid,2.8,12.39,441,3.65,35
AIR109471,2025-12-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,6.6,10.98,552,2.9,10
AIR109472,2025-02-15,Karnataka,Karnataka City 2,5G,Prepaid,4.8,31.95,494,3.67,15
AIR109473,2025-03-15,Maharashtra,Maharashtra City 1,4G,Postpaid,3.5,25.74,502,3.5,11
AIR109474,2025-04-15,Delhi,Delhi City 1,5G,Prepaid,4.3,26.26,637,3.89,25
AIR109475,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,1.9,16.77,353,3.84,19
AIR109476,2025-06-15,Rajasthan,Rajasthan City 1,5G,Broadband,4.5,21.8,271,3.58,20
AIR109477,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,1,22.81,623,3.14,2
AIR109478,2025-08-15,Gujarat,Gujarat City 2,4G,Prepaid,0.9,14.24,671,3.75,17
AIR109479,2025-09-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,4.4,19.5,567,3.5,19
AIR109480,2025-10-15,Rajasthan,Rajasthan City 3,4G,Prepaid,4.2,25.42,254,3.94,39
AIR109481,2025-11-15,Gujarat,Gujarat City 3,5G,Prepaid,4.4,31.17,459,4.63,49
AIR109482,2025-12-15,Delhi,Delhi City 2,4G,Prepaid,5,38.01,349,3.81,36
AIR109483,2025-02-15,Delhi,Delhi City 1,4G,Prepaid,5.9,18.94,362,3.31,17
AIR109484,2025-03-15,Maharashtra,Maharashtra City 2,5G,Prepaid,2.7,7.9,484,3.32,7
AIR109485,2025-04-15,Telangana,Telangana City 2,4G,Prepaid,2.3,16.84,457,3.4,21
AIR109486,2025-05-15,Maharashtra,Maharashtra City 2,4G,Postpaid,3.3,19.35,784,2.81,4
AIR109487,2025-06-15,Karnataka,Karnataka City 3,4G,Postpaid,1.9,21.62,460,3.73,27
AIR109488,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,0.9,14.95,548,2.8,-6
AIR109489,2025-08-15,West Bengal,West Bengal City 1,5G,Broadband,0.7,37.96,244,3.64,20
AIR109490,2025-09-15,Delhi,Delhi City 3,4G,Broadband,6.5,11.3,424,2.68,-36
AIR109491,2025-10-15,West Bengal,West Bengal City 2,4G,Enterprise,3,13.94,733,3.32,1
AIR109492,2025-11-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,4.8,10.35,359,4.71,59
AIR109493,2025-12-15,Kerala,Kerala City 3,4G,Postpaid,5,11.84,625,3.43,16
AIR109494,2025-02-15,Rajasthan,Rajasthan City 1,4G,Prepaid,5.8,22.42,275,2.35,-19
AIR109495,2025-03-15,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,4.1,32.18,416,3.32,10
AIR109496,2025-04-15,Delhi,Delhi City 1,4G,Prepaid,3.2,6.83,346,2.46,-7
AIR109497,2025-05-15,Gujarat,Gujarat City 1,5G,Prepaid,3.3,37.72,418,3.38,1
AIR109498,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,3,19.42,552,3.81,26
AIR109499,2025-07-15,West Bengal,West Bengal City 2,4G,Postpaid,3,18.36,506,3,4
AIR109500,2025-08-15,Maharashtra,Maharashtra City 2,4G,Postpaid,0.9,31.05,458,3.02,-2
AIR109501,2025-09-15,Kerala,Kerala City 3,5G,Prepaid,2.7,48.14,484,3.85,39
AIR109502,2025-10-15,Telangana,Telangana City 3,4G,Prepaid,6.6,13.49,418,3.4,29
AIR109503,2025-11-15,Tamil Nadu,Tamil Nadu City 2,5G,Broadband,4.4,29.96,652,3.54,16
AIR109504,2025-12-15,Telangana,Telangana City 3,5G,Broadband,6.2,14.06,375,4.04,42
AIR109505,2025-02-15,West Bengal,West Bengal City 2,5G,Postpaid,2.2,51.89,411,3.87,47
AIR109506,2025-03-15,West Bengal,West Bengal City 2,4G,Postpaid,2.5,14.78,466,3.51,21
AIR109507,2025-04-15,Rajasthan,Rajasthan City 1,4G,Prepaid,4.1,6.41,482,3.61,18
AIR109508,2025-05-15,Gujarat,Gujarat City 1,4G,Prepaid,1.1,20.02,376,3.57,19
AIR109509,2025-06-15,Gujarat,Gujarat City 2,5G,Prepaid,5,42.94,474,3.86,23
AIR109510,2025-07-15,Karnataka,Karnataka City 1,5G,Postpaid,0.7,39.28,366,4,43
AIR109511,2025-08-15,Maharashtra,Maharashtra City 2,5G,Postpaid,3.4,10.51,358,3.85,35
AIR109512,2025-09-15,Delhi,Delhi City 1,4G,Postpaid,1.3,14.39,507,3.77,15
AIR109513,2025-10-15,Delhi,Delhi City 3,4G,Prepaid,0.8,21.71,552,3.97,18
AIR109514,2025-11-15,West Bengal,West Bengal City 3,4G,Prepaid,3.2,22.72,516,3.22,13
AIR109515,2025-12-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,4.8,6.33,515,3.34,8
AIR109516,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,2.3,18.66,446,3.87,21
AIR109517,2025-03-15,Delhi,Delhi City 1,4G,Prepaid,3.9,15.87,484,3.79,32
AIR109518,2025-04-15,Delhi,Delhi City 1,5G,Postpaid,4.8,4.6,354,3.93,28
AIR109519,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,6.2,23.05,262,4.07,35
AIR109520,2025-06-15,Maharashtra,Maharashtra City 3,5G,Prepaid,4.6,25.17,671,4.02,52
AIR109521,2025-07-15,Kerala,Kerala City 3,5G,Prepaid,2.4,61.91,755,3.77,23
AIR109522,2025-08-15,Gujarat,Gujarat City 2,4G,Postpaid,2.1,4.71,427,3.76,22
AIR109523,2025-09-15,Rajasthan,Rajasthan City 3,4G,Prepaid,4.4,9.88,390,3.83,9
AIR109524,2025-10-15,Rajasthan,Rajasthan City 2,4G,Postpaid,2.8,15.74,679,3.78,8
AIR109525,2025-11-15,Rajasthan,Rajasthan City 1,4G,Postpaid,2,15.15,567,3.58,20
AIR109526,2025-12-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,3.3,8.07,556,3.45,21
AIR109527,2025-02-15,Rajasthan,Rajasthan City 3,4G,Postpaid,4.6,23.6,944,3.81,24
AIR109528,2025-03-15,West Bengal,West Bengal City 1,5G,Broadband,3.2,18.21,282,3.99,37
AIR109529,2025-04-15,Karnataka,Karnataka City 1,4G,Postpaid,6.2,27.46,253,3.32,4
AIR109530,2025-05-15,Tamil Nadu,Tamil Nadu City 3,5G,Enterprise,2.6,22.7,609,3.74,18
AIR109531,2025-06-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,4.2,20.59,164,4.47,61
AIR109532,2025-07-15,Gujarat,Gujarat City 2,4G,Postpaid,3.4,35.21,124,3.5,10
AIR109533,2025-08-15,Rajasthan,Rajasthan City 2,4G,Postpaid,2.4,22.61,806,3.29,9
AIR109534,2025-09-15,Telangana,Telangana City 3,5G,Broadband,1.1,52.72,485,4.2,39
AIR109535,2025-10-15,Kerala,Kerala City 2,4G,Prepaid,5.3,20.25,344,3.79,45
AIR109536,2025-11-15,Karnataka,Karnataka City 1,4G,Prepaid,5.9,27.14,252,3.54,22
AIR109537,2025-12-15,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,2.2,28.24,456,4.02,40
AIR109538,2025-02-15,Karnataka,Karnataka City 2,4G,Broadband,5.3,24.35,205,3.39,-2
AIR109539,2025-03-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,1.6,22.09,334,3.39,17
