Customer_ID,Complaint_Date,State,City,Customer_Segment,Complaint_Flag,Complaint_Category,Complaint_Status,Resolution_Time_Hours,Customer_Satisfaction,NPS_Score
AIR108420,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,1,Network Issues,In Progress,6.9,3.44,17
AIR108421,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,1,Others,Resolved,7.9,3.42,25
AIR108422,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,1,Network Issues,Resolved,12.1,2.89,-7
AIR108423,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,1,Slow Internet,Resolved,7.6,3.3,15
AIR108424,2025-10-15,Uttar Pradesh,Uttar Pradesh City 2,Broadband,1,Network Issues,Resolved,4.4,3.2,-17
AIR108425,2025-11-15,Maharashtra,Maharashtra City 2,Prepaid,0,Network Issues,No Complaint,20.8,4.01,46
AIR108426,2025-12-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,1,Billing Issues,In Progress,24.8,3.83,13
AIR108427,2025-02-15,West Bengal,West Bengal City 1,Prepaid,0,Call Drops,No Complaint,20.8,3.4,1
AIR108428,2025-03-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,0,Network Issues,No Complaint,8.3,4.03,26
AIR108429,2025-04-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,1,Network Issues,Resolved,17.6,3.08,1
AIR108430,2025-05-15,Karnataka,Karnataka City 3,Prepaid,1,Slow Internet,Resolved,6,3.32,-4
AIR108431,2025-06-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,1,Slow Internet,In Progress,16.1,2.85,-9
AIR108432,2025-07-15,West Bengal,West Bengal City 2,Postpaid,0,Slow Internet,No Complaint,1.4,2.66,-17
AIR108433,2025-08-15,Telangana,Telangana City 1,Enterprise,0,Slow Internet,No Complaint,10.6,3.86,26
AIR108434,2025-09-15,Telangana,Telangana City 1,Prepaid,0,Slow Internet,No Complaint,8.1,3.97,32
AIR108435,2025-10-15,Delhi,Delhi City 1,Prepaid,0,Billing Issues,No Complaint,8.3,3.13,9
AIR108436,2025-11-15,Rajasthan,Rajasthan City 1,Prepaid,0,Slow Internet,No Complaint,27.1,4.61,47
AIR108437,2025-12-15,Gujarat,Gujarat City 1,Prepaid,0,Slow Internet,No Complaint,10.7,3.45,12
AIR108438,2025-02-15,Karnataka,Karnataka City 2,Broadband,0,Network Issues,No Complaint,23.3,3.7,19
AIR108439,2025-03-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,1,Call Drops,Resolved,21.7,3.42,18
AIR108440,2025-04-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,1,Call Drops,Pending,25.2,4.26,58
AIR108441,2025-05-15,Rajasthan,Rajasthan City 1,Prepaid,0,Network Issues,No Complaint,21.4,3.2,10
AIR108442,2025-06-15,Delhi,Delhi City 3,Prepaid,0,Network Issues,No Complaint,1.9,3.92,35
AIR108443,2025-07-15,Kerala,Kerala City 2,Prepaid,1,Network Issues,In Progress,24.1,3.56,26
AIR108444,2025-08-15,Maharashtra,Maharashtra City 2,Prepaid,0,Billing Issues,No Complaint,15.8,2.79,-18
AIR108445,2025-09-15,Delhi,Delhi City 2,Postpaid,0,Network Issues,No Complaint,20.2,3.53,6
AIR108446,2025-10-15,West Bengal,West Bengal City 3,Enterprise,0,Billing Issues,No Complaint,14.6,3.83,30
AIR108447,2025-11-15,Delhi,Delhi City 3,Postpaid,0,Slow Internet,No Complaint,21.5,3.5,12
AIR108448,2025-12-15,Rajasthan,Rajasthan City 2,Postpaid,0,Slow Internet,No Complaint,10.7,3.37,17
AIR108449,2025-02-15,Rajasthan,Rajasthan City 2,Prepaid,1,Network Issues,Resolved,33.2,4.37,63
AIR108450,2025-03-15,Gujarat,Gujarat City 3,Broadband,0,Network Issues,No Complaint,19.7,3.47,10
AIR108451,2025-04-15,Karnataka,Karnataka City 2,Prepaid,0,Call Drops,No Complaint,10.2,4.27,36
AIR108452,2025-05-15,Uttar Pradesh,Uttar Pradesh City 1,Broadband,0,Network Issues,No Complaint,7.9,3.55,22
AIR108453,2025-06-15,Telangana,Telangana City 3,Postpaid,0,Network Issues,No Complaint,3.1,3.08,17
AIR108454,2025-07-15,Rajasthan,Rajasthan City 2,Prepaid,0,Network Issues,No Complaint,16.6,3.58,8
AIR108455,2025-08-15,Gujarat,Gujarat City 1,Postpaid,1,Network Issues,In Progress,15.8,3.48,11
AIR108456,2025-09-15,Maharashtra,Maharashtra City 3,Enterprise,1,Network Issues,Resolved,11.6,4.49,62
AIR108457,2025-10-15,Telangana,Telangana City 3,Prepaid,0,Slow Internet,No Complaint,24.7,3.21,22
AIR108458,2025-11-15,Kerala,Kerala City 1,Prepaid,0,Slow Internet,No Complaint,20.6,2.97,-19
AIR108459,2025-12-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Network Issues,No Complaint,9.9,3.78,27
AIR108460,2025-02-15,Maharashtra,Maharashtra City 2,Postpaid,0,Slow Internet,No Complaint,8.9,3.2,7
AIR108461,2025-03-15,Kerala,Kerala City 3,Prepaid,1,Slow Internet,Resolved,23.8,2.83,-7
AIR108462,2025-04-15,Telangana,Telangana City 2,Postpaid,0,Call Drops,No Complaint,11.4,4.1,20
AIR108463,2025-05-15,Maharashtra,Maharashtra City 1,Broadband,1,Slow Internet,Resolved,9.9,3.77,27
AIR108464,2025-06-15,Gujarat,Gujarat City 1,Broadband,0,Slow Internet,No Complaint,36.2,3.5,39
AIR108465,2025-07-15,Kerala,Kerala City 3,Prepaid,0,Billing Issues,No Complaint,28.9,3.14,11
AIR108466,2025-08-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Network Issues,No Complaint,23.5,2.96,-3
AIR108467,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,1,Slow Internet,Resolved,20.5,3.15,22
AIR108468,2025-10-15,Gujarat,Gujarat City 3,Postpaid,0,Slow Internet,No Complaint,22,3.85,37
AIR108469,2025-11-15,West Bengal,West Bengal City 2,Broadband,1,Network Issues,Resolved,21.6,3.26,2
AIR108470,2025-12-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,1,Billing Issues,Resolved,8.5,3.2,0
AIR108471,2025-02-15,Karnataka,Karnataka City 3,Broadband,0,Billing Issues,No Complaint,12,4.2,48
AIR108472,2025-03-15,Delhi,Delhi City 2,Broadband,0,Billing Issues,No Complaint,13.1,4.21,39
AIR108473,2025-04-15,Karnataka,Karnataka City 2,Prepaid,0,Network Issues,No Complaint,39,4.1,27
AIR108474,2025-05-15,Rajasthan,Rajasthan City 2,Postpaid,0,Network Issues,No Complaint,7.2,3.74,21
AIR108475,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Slow Internet,No Complaint,6.8,3.12,24
AIR108476,2025-07-15,West Bengal,West Bengal City 2,Prepaid,0,Call Drops,No Complaint,11.5,3.4,15
AIR108477,2025-08-15,West Bengal,West Bengal City 1,Prepaid,0,Slow Internet,No Complaint,14.9,4.28,35
AIR108478,2025-09-15,Delhi,Delhi City 2,Broadband,1,Billing Issues,Resolved,13.2,3.34,23
AIR108479,2025-10-15,Kerala,Kerala City 1,Prepaid,0,Network Issues,No Complaint,8.3,3.41,15
AIR108480,2025-11-15,Delhi,Delhi City 2,Postpaid,1,Network Issues,Resolved,10.9,3.91,19
AIR108481,2025-12-15,Rajasthan,Rajasthan City 1,Postpaid,0,Slow Internet,No Complaint,10.1,3.33,18
AIR108482,2025-02-15,Karnataka,Karnataka City 1,Postpaid,0,Slow Internet,No Complaint,15.1,3.3,8
AIR108483,2025-03-15,West Bengal,West Bengal City 1,Postpaid,0,Network Issues,No Complaint,1,2.9,-29
AIR108484,2025-04-15,Karnataka,Karnataka City 1,Prepaid,0,Network Issues,No Complaint,14.2,2.97,9
AIR108485,2025-05-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Slow Internet,No Complaint,19.7,3.32,21
AIR108486,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,Postpaid,0,Network Issues,No Complaint,9.2,3.86,43
AIR108487,2025-07-15,Maharashtra,Maharashtra City 3,Postpaid,1,Network Issues,Resolved,15.3,3.62,14
AIR108488,2025-08-15,Rajasthan,Rajasthan City 3,Prepaid,0,Call Drops,No Complaint,4.8,3.03,5
AIR108489,2025-09-15,Maharashtra,Maharashtra City 3,Prepaid,1,Network Issues,Resolved,17.7,3.18,19
AIR108490,2025-10-15,Rajasthan,Rajasthan City 3,Broadband,1,Slow Internet,Resolved,18.2,4.16,29
AIR108491,2025-11-15,Telangana,Telangana City 3,Prepaid,0,Call Drops,No Complaint,14.5,4.1,48
AIR108492,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,1,Network Issues,Pending,41.5,3.14,9
AIR108493,2025-02-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,1,Slow Internet,Resolved,23.6,4.21,31
AIR108494,2025-03-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Slow Internet,No Complaint,13,2.77,-14
AIR108495,2025-04-15,Kerala,Kerala City 2,Prepaid,0,Network Issues,No Complaint,9,3.31,7
AIR108496,2025-05-15,Rajasthan,Rajasthan City 2,Postpaid,0,Network Issues,No Complaint,16.3,3.12,1
AIR108497,2025-06-15,Maharashtra,Maharashtra City 2,Broadband,0,Network Issues,No Complaint,4.4,4.07,25
AIR108498,2025-07-15,Rajasthan,Rajasthan City 2,Prepaid,0,Network Issues,No Complaint,13.1,3.95,40
AIR108499,2025-08-15,Kerala,Kerala City 3,Prepaid,0,Billing Issues,No Complaint,8.4,2.84,-7
AIR108500,2025-09-15,Rajasthan,Rajasthan City 2,Postpaid,0,Network Issues,No Complaint,11.9,3.82,47
AIR108501,2025-10-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Call Drops,No Complaint,27.4,3.22,10
AIR108502,2025-11-15,Gujarat,Gujarat City 3,Broadband,0,Call Drops,No Complaint,12.8,3.63,5
AIR108503,2025-12-15,Rajasthan,Rajasthan City 1,Prepaid,0,Network Issues,No Complaint,15.6,4.5,31
AIR108504,2025-02-15,Telangana,Telangana City 1,Postpaid,1,Network Issues,Resolved,23.4,4.2,41
AIR108505,2025-03-15,Telangana,Telangana City 1,Postpaid,1,Slow Internet,Resolved,25.7,4.22,40
AIR108506,2025-04-15,West Bengal,West Bengal City 1,Postpaid,0,Network Issues,No Complaint,5.2,3.69,25
AIR108507,2025-05-15,Telangana,Telangana City 2,Postpaid,1,Network Issues,Resolved,9,4,29
AIR108508,2025-06-15,Rajasthan,Rajasthan City 3,Prepaid,0,Billing Issues,No Complaint,9.9,3.87,37
AIR108509,2025-07-15,Rajasthan,Rajasthan City 3,Prepaid,0,Network Issues,No Complaint,3.7,3.6,27
AIR108510,2025-08-15,Gujarat,Gujarat City 1,Broadband,0,Slow Internet,No Complaint,17.8,3.62,22
AIR108511,2025-09-15,Telangana,Telangana City 3,Broadband,1,Network Issues,Resolved,12.8,3.29,-8
AIR108512,2025-10-15,Karnataka,Karnataka City 2,Prepaid,1,Slow Internet,In Progress,30.9,3.17,19
AIR108513,2025-11-15,Rajasthan,Rajasthan City 1,Broadband,1,Call Drops,Resolved,39.1,3.71,15
AIR108514,2025-12-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,0,Slow Internet,No Complaint,34.2,3.12,7
AIR108515,2025-02-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,1,Call Drops,Resolved,12.4,3.81,37
AIR108516,2025-03-15,Maharashtra,Maharashtra City 2,Prepaid,0,Call Drops,No Complaint,15.4,3.35,19
AIR108517,2025-04-15,Gujarat,Gujarat City 2,Postpaid,0,Call Drops,No Complaint,12.7,4.01,44
AIR108518,2025-05-15,Kerala,Kerala City 2,Prepaid,0,Slow Internet,No Complaint,18.2,3.44,8
AIR108519,2025-06-15,Karnataka,Karnataka City 1,Postpaid,1,Slow Internet,Resolved,21.7,3.76,23
AIR108520,2025-07-15,Rajasthan,Rajasthan City 2,Prepaid,0,Call Drops,No Complaint,36.7,3.88,32
AIR108521,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,1,Billing Issues,Resolved,10.1,3.9,35
AIR108522,2025-09-15,Delhi,Delhi City 3,Prepaid,0,Slow Internet,No Complaint,15.2,3.12,19
AIR108523,2025-10-15,Delhi,Delhi City 2,Prepaid,0,Call Drops,No Complaint,14.5,3.61,27
AIR108524,2025-11-15,Kerala,Kerala City 2,Prepaid,0,Call Drops,No Complaint,73.4,3.54,13
AIR108525,2025-12-15,West Bengal,West Bengal City 3,Prepaid,1,Network Issues,Resolved,7.5,3.3,21
AIR108526,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,1,Slow Internet,In Progress,9.5,3.66,44
AIR108527,2025-03-15,Delhi,Delhi City 2,Prepaid,1,Slow Internet,Resolved,45,3.67,17
AIR108528,2025-04-15,Kerala,Kerala City 3,Enterprise,0,Call Drops,No Complaint,14.7,2.93,-9
AIR108529,2025-05-15,Delhi,Delhi City 3,Postpaid,1,Billing Issues,Resolved,21.2,3.69,39
AIR108530,2025-06-15,Gujarat,Gujarat City 2,Postpaid,0,Network Issues,No Complaint,4.6,3.18,7
AIR108531,2025-07-15,Maharashtra,Maharashtra City 1,Prepaid,1,Slow Internet,Resolved,17.4,3.14,-2
AIR108532,2025-08-15,West Bengal,West Bengal City 1,Prepaid,0,Billing Issues,No Complaint,14,2.91,5
AIR108533,2025-09-15,Gujarat,Gujarat City 2,Prepaid,0,Slow Internet,No Complaint,18.1,3.99,38
AIR108534,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,1,Slow Internet,Resolved,13.2,2.73,-2
AIR108535,2025-11-15,Kerala,Kerala City 2,Prepaid,1,Slow Internet,Resolved,15.1,2.93,5
AIR108536,2025-12-15,Karnataka,Karnataka City 1,Postpaid,0,Others,No Complaint,26.7,3.05,4
AIR108537,2025-02-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,10.4,3.48,18
AIR108538,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,Enterprise,0,Network Issues,No Complaint,19.9,3.04,3
AIR108539,2025-04-15,Telangana,Telangana City 3,Prepaid,1,Network Issues,Resolved,7.7,4.01,58
AIR108540,2025-05-15,Karnataka,Karnataka City 1,Prepaid,0,Slow Internet,No Complaint,24.5,3.44,16
AIR108541,2025-06-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Network Issues,No Complaint,4.4,3.35,-11
AIR108542,2025-07-15,Telangana,Telangana City 1,Enterprise,0,Call Drops,No Complaint,31.7,3.45,15
AIR108543,2025-08-15,Kerala,Kerala City 2,Postpaid,0,Others,No Complaint,16.1,3.53,11
AIR108544,2025-09-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Slow Internet,No Complaint,11,3.25,5
AIR108545,2025-10-15,Delhi,Delhi City 2,Postpaid,0,Others,No Complaint,4.7,4.46,63
AIR108546,2025-11-15,Delhi,Delhi City 2,Broadband,0,Network Issues,No Complaint,45.4,3.01,4
AIR108547,2025-12-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Slow Internet,No Complaint,14.9,4.17,43
AIR108548,2025-02-15,Telangana,Telangana City 2,Prepaid,0,Call Drops,No Complaint,7.8,3.45,3
AIR108549,2025-03-15,Rajasthan,Rajasthan City 3,Broadband,0,Call Drops,No Complaint,18.2,2.59,-21
AIR108550,2025-04-15,Karnataka,Karnataka City 3,Broadband,1,Slow Internet,Resolved,6.1,3.79,26
AIR108551,2025-05-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,0,Network Issues,No Complaint,15.6,3.68,16
AIR108552,2025-06-15,Karnataka,Karnataka City 2,Enterprise,0,Network Issues,No Complaint,56.1,3.55,17
AIR108553,2025-07-15,Telangana,Telangana City 1,Prepaid,0,Network Issues,No Complaint,14.7,3.22,10
AIR108554,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,1,Slow Internet,Resolved,13.2,4,28
AIR108555,2025-09-15,Gujarat,Gujarat City 3,Postpaid,0,Network Issues,No Complaint,18.6,3.19,21
AIR108556,2025-10-15,Delhi,Delhi City 1,Postpaid,1,Network Issues,Resolved,3.4,3.11,14
AIR108557,2025-11-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,1,Network Issues,Pending,43.3,3.6,22
AIR108558,2025-12-15,Tamil Nadu,Tamil Nadu City 3,Broadband,0,Network Issues,No Complaint,7.9,3.16,18
AIR108559,2025-02-15,Kerala,Kerala City 3,Prepaid,0,Billing Issues,No Complaint,13.5,3.98,23
AIR108560,2025-03-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Slow Internet,No Complaint,5.4,3.32,21
AIR108561,2025-04-15,Telangana,Telangana City 1,Prepaid,0,Call Drops,No Complaint,3.3,2.97,2
AIR108562,2025-05-15,Tamil Nadu,Tamil Nadu City 3,Postpaid,0,Slow Internet,No Complaint,3.7,3.88,32
AIR108563,2025-06-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Billing Issues,No Complaint,10.2,2.88,-8
AIR108564,2025-07-15,Karnataka,Karnataka City 2,Broadband,1,Network Issues,Resolved,19.6,3.29,1
AIR108565,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Billing Issues,No Complaint,8,3.87,26
AIR108566,2025-09-15,Maharashtra,Maharashtra City 3,Prepaid,0,Network Issues,No Complaint,8.8,2.97,0
AIR108567,2025-10-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,1,Call Drops,Pending,8.5,3.08,6
AIR108568,2025-11-15,Rajasthan,Rajasthan City 3,Postpaid,1,Network Issues,Pending,14,3.98,31
AIR108569,2025-12-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Billing Issues,No Complaint,8.3,3.42,13
AIR108570,2025-02-15,West Bengal,West Bengal City 3,Postpaid,0,Network Issues,No Complaint,25.5,2.84,-3
AIR108571,2025-03-15,Kerala,Kerala City 2,Prepaid,0,Slow Internet,No Complaint,28.6,3.46,22
AIR108572,2025-04-15,Karnataka,Karnataka City 1,Prepaid,0,Slow Internet,No Complaint,7.8,3.74,9
AIR108573,2025-05-15,Kerala,Kerala City 3,Prepaid,1,Call Drops,In Progress,11,3.39,27
AIR108574,2025-06-15,Gujarat,Gujarat City 2,Postpaid,0,Network Issues,No Complaint,34.8,3.13,6
AIR108575,2025-07-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Call Drops,No Complaint,9.4,3.43,4
AIR108576,2025-08-15,Delhi,Delhi City 2,Broadband,0,Slow Internet,No Complaint,69.5,4.3,42
AIR108577,2025-09-15,Rajasthan,Rajasthan City 3,Postpaid,0,Network Issues,No Complaint,10.6,4.38,39
AIR108578,2025-10-15,Karnataka,Karnataka City 2,Prepaid,1,Billing Issues,Resolved,14.6,3.59,40
AIR108579,2025-11-15,Kerala,Kerala City 1,Prepaid,0,Call Drops,No Complaint,7.3,3.83,17
AIR108580,2025-12-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Network Issues,No Complaint,36.8,3.79,29
AIR108581,2025-02-15,Delhi,Delhi City 1,Postpaid,0,Slow Internet,No Complaint,29,3.77,19
AIR108582,2025-03-15,Delhi,Delhi City 3,Postpaid,1,Slow Internet,Resolved,7.2,3.46,17
AIR108583,2025-04-15,Gujarat,Gujarat City 2,Postpaid,1,Network Issues,Pending,10.7,3.42,10
AIR108584,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,1,Network Issues,Resolved,44.1,3.36,15
AIR108585,2025-06-15,Rajasthan,Rajasthan City 3,Prepaid,0,Network Issues,No Complaint,12.5,3.02,23
AIR108586,2025-07-15,Maharashtra,Maharashtra City 2,Prepaid,0,Network Issues,No Complaint,1,3.88,31
AIR108587,2025-08-15,Rajasthan,Rajasthan City 3,Prepaid,1,Billing Issues,Resolved,12.7,3.12,5
AIR108588,2025-09-15,Gujarat,Gujarat City 2,Prepaid,1,Billing Issues,Resolved,1,4.1,40
AIR108589,2025-10-15,Telangana,Telangana City 2,Enterprise,0,Network Issues,No Complaint,11.1,3,14
AIR108590,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,1,Call Drops,Resolved,15.5,3.45,14
AIR108591,2025-12-15,Karnataka,Karnataka City 1,Postpaid,1,Billing Issues,In Progress,3.3,3.55,15
AIR108592,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,1,Slow Internet,In Progress,18,3.53,23
AIR108593,2025-03-15,Gujarat,Gujarat City 2,Prepaid,1,Network Issues,Resolved,25.5,3.68,15
AIR108594,2025-04-15,Gujarat,Gujarat City 1,Prepaid,1,Billing Issues,Resolved,13.8,3.76,22
AIR108595,2025-05-15,Karnataka,Karnataka City 2,Prepaid,0,Slow Internet,No Complaint,32.2,3.83,43
AIR108596,2025-06-15,Karnataka,Karnataka City 3,Postpaid,0,Network Issues,No Complaint,7.7,2.89,-8
AIR108597,2025-07-15,Karnataka,Karnataka City 1,Prepaid,0,Call Drops,No Complaint,53.3,4.25,64
AIR108598,2025-08-15,Uttar Pradesh,Uttar Pradesh City 2,Broadband,0,Slow Internet,No Complaint,52.1,4.09,45
AIR108599,2025-09-15,Tamil Nadu,Tamil Nadu City 2,Enterprise,0,Slow Internet,No Complaint,7.9,3.88,20
AIR108600,2025-10-15,Kerala,Kerala City 2,Prepaid,1,Network Issues,Resolved,20,3.44,27
AIR108601,2025-11-15,West Bengal,West Bengal City 2,Postpaid,0,Slow Internet,No Complaint,19.1,3.99,31
AIR108602,2025-12-15,Karnataka,Karnataka City 1,Postpaid,0,Network Issues,No Complaint,12.9,3.45,27
AIR108603,2025-02-15,Kerala,Kerala City 1,Prepaid,0,Call Drops,No Complaint,17.5,4.81,65
AIR108604,2025-03-15,West Bengal,West Bengal City 1,Broadband,0,Slow Internet,No Complaint,25.1,3.07,0
AIR108605,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,1,Network Issues,Resolved,13.2,4.24,39
AIR108606,2025-05-15,Kerala,Kerala City 3,Postpaid,0,Network Issues,No Complaint,8.8,3.55,9
AIR108607,2025-06-15,Karnataka,Karnataka City 2,Prepaid,1,Slow Internet,Resolved,30.5,3.77,20
AIR108608,2025-07-15,Maharashtra,Maharashtra City 3,Prepaid,1,Network Issues,In Progress,1.8,2.97,-16
AIR108609,2025-08-15,Gujarat,Gujarat City 1,Postpaid,0,Slow Internet,No Complaint,9.1,3.17,-5
AIR108610,2025-09-15,Kerala,Kerala City 2,Broadband,0,Billing Issues,No Complaint,9,3.27,26
AIR108611,2025-10-15,Delhi,Delhi City 2,Prepaid,0,Billing Issues,No Complaint,21.7,3.63,31
AIR108612,2025-11-15,Delhi,Delhi City 1,Prepaid,0,Network Issues,No Complaint,11,3.64,23
AIR108613,2025-12-15,Kerala,Kerala City 2,Prepaid,1,Network Issues,Resolved,29.7,3.55,28
AIR108614,2025-02-15,Karnataka,Karnataka City 3,Prepaid,0,Call Drops,No Complaint,5.3,3.71,12
AIR108615,2025-03-15,Rajasthan,Rajasthan City 3,Postpaid,0,Call Drops,No Complaint,10.1,3.86,20
AIR108616,2025-04-15,Karnataka,Karnataka City 3,Postpaid,0,Slow Internet,No Complaint,9.5,3.13,7
AIR108617,2025-05-15,Uttar Pradesh,Uttar Pradesh City 2,Broadband,1,Slow Internet,Resolved,11.2,3.09,3
AIR108618,2025-06-15,Karnataka,Karnataka City 2,Postpaid,0,Slow Internet,No Complaint,7.2,3.82,28
AIR108619,2025-07-15,Uttar Pradesh,Uttar Pradesh City 3,Broadband,0,Network Issues,No Complaint,10.9,3.05,2
AIR108620,2025-08-15,Rajasthan,Rajasthan City 2,Postpaid,0,Call Drops,No Complaint,4.5,4.39,50
AIR108621,2025-09-15,Maharashtra,Maharashtra City 3,Broadband,1,Slow Internet,Resolved,53.9,2.8,-8
AIR108622,2025-10-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Network Issues,No Complaint,11.8,3.21,11
AIR108623,2025-11-15,Telangana,Telangana City 3,Postpaid,0,Call Drops,No Complaint,9.3,3.59,33
AIR108624,2025-12-15,Delhi,Delhi City 1,Enterprise,0,Call Drops,No Complaint,13.9,3.06,4
AIR108625,2025-02-15,Gujarat,Gujarat City 1,Postpaid,0,Network Issues,No Complaint,16.8,3.52,15
AIR108626,2025-03-15,Delhi,Delhi City 1,Broadband,0,Slow Internet,No Complaint,5.6,3.21,15
AIR108627,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,21.5,4.16,58
AIR108628,2025-05-15,Telangana,Telangana City 3,Broadband,0,Call Drops,No Complaint,36.6,2.76,-15
AIR108629,2025-06-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,1,Network Issues,Pending,23,3.82,19
AIR108630,2025-07-15,Maharashtra,Maharashtra City 2,Prepaid,1,Call Drops,In Progress,57.9,3.62,23
AIR108631,2025-08-15,Maharashtra,Maharashtra City 1,Prepaid,0,Slow Internet,No Complaint,59.4,4.28,42
AIR108632,2025-09-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Others,No Complaint,9.3,3.19,17
AIR108633,2025-10-15,Gujarat,Gujarat City 2,Broadband,0,Slow Internet,No Complaint,1.5,3.84,21
AIR108634,2025-11-15,Rajasthan,Rajasthan City 2,Postpaid,0,Network Issues,No Complaint,23,3.23,-9
AIR108635,2025-12-15,West Bengal,West Bengal City 2,Broadband,1,Slow Internet,Pending,33.4,3.38,17
AIR108636,2025-02-15,Telangana,Telangana City 3,Prepaid,0,Slow Internet,No Complaint,17.9,3.97,47
AIR108637,2025-03-15,Uttar Pradesh,Uttar Pradesh City 2,Broadband,0,Call Drops,No Complaint,39.9,4.07,31
AIR108638,2025-04-15,West Bengal,West Bengal City 1,Postpaid,1,Slow Internet,Resolved,9.2,4.02,45
AIR108639,2025-05-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,51.2,3.08,0
AIR108640,2025-06-15,Rajasthan,Rajasthan City 2,Prepaid,0,Slow Internet,No Complaint,4,3.44,11
AIR108641,2025-07-15,Maharashtra,Maharashtra City 2,Enterprise,0,Others,No Complaint,23.7,3.52,29
AIR108642,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,8.3,3.28,8
AIR108643,2025-09-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Network Issues,No Complaint,26.1,3.48,-5
AIR108644,2025-10-15,Rajasthan,Rajasthan City 2,Prepaid,0,Network Issues,No Complaint,19.3,4.14,44
AIR108645,2025-11-15,Delhi,Delhi City 1,Prepaid,0,Call Drops,No Complaint,22.4,3.86,23
AIR108646,2025-12-15,Telangana,Telangana City 3,Broadband,0,Billing Issues,No Complaint,19.7,3.79,26
AIR108647,2025-02-15,Rajasthan,Rajasthan City 2,Postpaid,0,Slow Internet,No Complaint,22.6,4.12,47
AIR108648,2025-03-15,Karnataka,Karnataka City 3,Postpaid,0,Call Drops,No Complaint,11,4.01,37
AIR108649,2025-04-15,Karnataka,Karnataka City 3,Broadband,1,Slow Internet,Resolved,8.5,4.17,38
AIR108650,2025-05-15,Rajasthan,Rajasthan City 1,Postpaid,0,Slow Internet,No Complaint,7.6,3.12,-8
AIR108651,2025-06-15,Maharashtra,Maharashtra City 1,Broadband,0,Call Drops,No Complaint,19.6,3.92,26
AIR108652,2025-07-15,Rajasthan,Rajasthan City 3,Prepaid,0,Slow Internet,No Complaint,10,3.9,23
AIR108653,2025-08-15,Kerala,Kerala City 1,Enterprise,1,Network Issues,Resolved,37.3,3.25,19
