Customer_ID,Join_Date,State,City,Network_Type,Customer_Segment,Tenure_Years
AIR108472,2023-08-21,Delhi,Delhi City 2,5G,Broadband,1.6
AIR108473,2019-03-29,Karnataka,Karnataka City 2,5G,Prepaid,6
AIR108474,2022-03-01,Rajasthan,Rajasthan City 2,4G,Postpaid,3.2
AIR108475,2020-08-20,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,4.8
AIR108476,2024-08-08,West Bengal,West Bengal City 2,4G,Prepaid,0.9
AIR108477,2023-07-04,West Bengal,West Bengal City 1,5G,Prepaid,2.1
AIR108478,2024-11-28,Delhi,Delhi City 2,4G,Broadband,0.8
AIR108479,2024-10-22,Kerala,Kerala City 1,4G,Prepaid,1
AIR108480,2024-02-01,Delhi,Delhi City 2,5G,Postpaid,1.8
AIR108481,2024-11-25,Rajasthan,Rajasthan City 1,4G,Postpaid,1.1
AIR108482,2023-09-11,Karnataka,Karnataka City 1,5G,Postpaid,1.4
AIR108483,2021-03-11,West Bengal,West Bengal City 1,4G,Postpaid,4
AIR108484,2023-06-08,Karnataka,Karnataka City 1,4G,Prepaid,1.9
AIR108485,2024-10-25,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,0.6
AIR108486,2019-07-22,Uttar Pradesh,Uttar Pradesh City 2,5G,Postpaid,5.9
AIR108487,2022-06-18,Maharashtra,Maharashtra City 3,5G,Postpaid,3.1
AIR108488,2022-05-22,Rajasthan,Rajasthan City 3,4G,Prepaid,3.2
AIR108489,2023-04-04,Maharashtra,Maharashtra City 3,4G,Prepaid,2.5
AIR108490,2019-02-22,Rajasthan,Rajasthan City 3,4G,Broadband,6.6
AIR108491,2020-11-02,Telangana,Telangana City 3,5G,Prepaid,5
AIR108492,2019-01-09,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,6.9
AIR108493,2020-11-21,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,4.2
AIR108494,2019-03-24,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,6
AIR108495,2021-11-14,Kerala,Kerala City 2,4G,Prepaid,3.4
AIR108496,2019-08-13,Rajasthan,Rajasthan City 2,4G,Postpaid,5.8
AIR108497,2022-12-22,Maharashtra,Maharashtra City 2,5G,Broadband,2.5
AIR108498,2022-05-02,Rajasthan,Rajasthan City 2,5G,Prepaid,3.2
AIR108499,2022-02-15,Kerala,Kerala City 3,4G,Prepaid,3.5
AIR108500,2024-05-01,Rajasthan,Rajasthan City 2,4G,Postpaid,1.4
AIR108501,2024-07-13,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,1.3
AIR108502,2024-10-26,Gujarat,Gujarat City 3,4G,Broadband,1.1
AIR108503,2022-03-21,Rajasthan,Rajasthan City 1,5G,Prepaid,3.7
AIR108504,2021-12-15,Telangana,Telangana City 1,4G,Postpaid,3.2
AIR108505,2022-07-06,Telangana,Telangana City 1,5G,Postpaid,2.7
AIR108506,2020-06-18,West Bengal,West Bengal City 1,5G,Postpaid,4.8
AIR108507,2020-07-24,Telangana,Telangana City 2,5G,Postpaid,4.8
AIR108508,2020-07-31,Rajasthan,Rajasthan City 3,5G,Prepaid,4.9
AIR108509,2024-12-02,Rajasthan,Rajasthan City 3,4G,Prepaid,0.6
AIR108510,2024-01-01,Gujarat,Gujarat City 1,5G,Broadband,1.6
AIR108511,2024-01-14,Telangana,Telangana City 3,4G,Broadband,1.7
AIR108512,2019-11-27,Karnataka,Karnataka City 2,4G,Prepaid,5.9
AIR108513,2023-04-17,Rajasthan,Rajasthan City 1,5G,Broadband,2.6
AIR108514,2021-09-09,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,4.3
AIR108515,2023-03-08,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,1.9
AIR108516,2019-03-29,Maharashtra,Maharashtra City 2,5G,Prepaid,6
AIR108517,2020-07-27,Gujarat,Gujarat City 2,5G,Postpaid,4.7
AIR108518,2024-08-12,Kerala,Kerala City 2,4G,Prepaid,0.8
AIR108519,2023-12-03,Karnataka,Karnataka City 1,5G,Postpaid,1.5
AIR108520,2020-06-07,Rajasthan,Rajasthan City 2,4G,Prepaid,5.1
AIR108521,2023-05-08,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,2.3
AIR108522,2022-03-17,Delhi,Delhi City 3,4G,Prepaid,3.5
AIR108523,2019-03-25,Delhi,Delhi City 2,4G,Prepaid,6.6
AIR108524,2022-11-22,Kerala,Kerala City 2,4G,Prepaid,3
AIR108525,2024-11-25,West Bengal,West Bengal City 3,4G,Prepaid,1.1
AIR108526,2021-05-01,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,3.8
AIR108527,2022-10-15,Delhi,Delhi City 2,4G,Prepaid,2.4
AIR108528,2022-01-23,Kerala,Kerala City 3,4G,Enterprise,3.2
AIR108529,2022-03-25,Delhi,Delhi City 3,5G,Postpaid,3.1
AIR108530,2019-09-29,Gujarat,Gujarat City 2,4G,Postpaid,5.7
AIR108531,2023-10-27,Maharashtra,Maharashtra City 1,4G,Prepaid,1.7
AIR108532,2024-02-03,West Bengal,West Bengal City 1,4G,Prepaid,1.5
AIR108533,2021-06-24,Gujarat,Gujarat City 2,5G,Prepaid,4.2
AIR108534,2021-01-07,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.8
AIR108535,2021-03-09,Kerala,Kerala City 2,4G,Prepaid,4.7
AIR108536,2022-04-18,Karnataka,Karnataka City 1,4G,Postpaid,3.7
AIR108537,2022-05-31,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,2.7
AIR108538,2024-12-03,Uttar Pradesh,Uttar Pradesh City 2,4G,Enterprise,0.3
AIR108539,2021-08-18,Telangana,Telangana City 3,4G,Prepaid,3.7
AIR108540,2019-03-07,Karnataka,Karnataka City 1,5G,Prepaid,6.2
AIR108541,2020-06-10,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,5
AIR108542,2020-03-24,Telangana,Telangana City 1,4G,Enterprise,5.3
AIR108543,2024-11-18,Kerala,Kerala City 2,4G,Postpaid,0.7
AIR108544,2019-03-07,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,6.5
AIR108545,2022-10-05,Delhi,Delhi City 2,5G,Postpaid,3
AIR108546,2024-01-26,Delhi,Delhi City 2,4G,Broadband,1.8
AIR108547,2019-04-30,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,6.6
AIR108548,2020-01-24,Telangana,Telangana City 2,5G,Prepaid,5.1
AIR108549,2019-10-14,Rajasthan,Rajasthan City 3,4G,Broadband,5.4
AIR108550,2023-11-26,Karnataka,Karnataka City 3,5G,Broadband,1.4
AIR108551,2020-02-22,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,5.2
AIR108552,2019-12-17,Karnataka,Karnataka City 2,4G,Enterprise,5.5
AIR108553,2022-09-23,Telangana,Telangana City 1,4G,Prepaid,2.8
AIR108554,2023-04-02,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,2.4
AIR108555,2021-08-22,Gujarat,Gujarat City 3,4G,Postpaid,4.1
AIR108556,2024-03-23,Delhi,Delhi City 1,4G,Postpaid,1.6
AIR108557,2019-02-17,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,6.7
AIR108558,2023-10-18,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,2.2
AIR108559,2021-09-16,Kerala,Kerala City 3,4G,Prepaid,3.4
AIR108560,2024-06-22,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,0.7
AIR108561,2024-01-15,Telangana,Telangana City 1,4G,Prepaid,1.2
AIR108562,2022-07-22,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,2.8
AIR108563,2024-03-07,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,1.3
AIR108564,2021-06-16,Karnataka,Karnataka City 2,4G,Broadband,4.1
AIR108565,2023-10-05,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,1.9
AIR108566,2023-04-18,Maharashtra,Maharashtra City 3,4G,Prepaid,2.4
AIR108567,2021-08-26,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,4.1
AIR108568,2020-10-07,Rajasthan,Rajasthan City 3,5G,Postpaid,5.1
AIR108569,2019-01-11,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,6.9
AIR108570,2024-05-18,West Bengal,West Bengal City 3,4G,Postpaid,0.7
AIR108571,2021-11-20,Kerala,Kerala City 2,4G,Prepaid,3.3
AIR108572,2023-01-10,Karnataka,Karnataka City 1,4G,Prepaid,2.3
AIR108573,2021-08-22,Kerala,Kerala City 3,4G,Prepaid,3.7
AIR108574,2020-02-03,Gujarat,Gujarat City 2,4G,Postpaid,5.4
AIR108575,2020-01-22,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.5
AIR108576,2022-09-15,Delhi,Delhi City 2,4G,Broadband,2.9
AIR108577,2019-05-18,Rajasthan,Rajasthan City 3,5G,Postpaid,6.3
AIR108578,2023-10-15,Karnataka,Karnataka City 2,4G,Prepaid,2
AIR108579,2020-04-26,Kerala,Kerala City 1,4G,Prepaid,5.6
AIR108580,2019-10-27,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,6.1
AIR108581,2019-02-01,Delhi,Delhi City 1,4G,Postpaid,6
AIR108582,2020-06-25,Delhi,Delhi City 3,5G,Postpaid,4.7
AIR108583,2024-01-19,Gujarat,Gujarat City 2,4G,Postpaid,1.2
AIR108584,2024-09-22,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,0.6
AIR108585,2020-06-30,Rajasthan,Rajasthan City 3,4G,Prepaid,5
AIR108586,2021-09-10,Maharashtra,Maharashtra City 2,5G,Prepaid,3.8
AIR108587,2019-02-14,Rajasthan,Rajasthan City 3,4G,Prepaid,6.5
AIR108588,2024-06-02,Gujarat,Gujarat City 2,5G,Prepaid,1.3
AIR108589,2020-01-15,Telangana,Telangana City 2,4G,Enterprise,5.7
AIR108590,2020-05-11,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,5.5
AIR108591,2024-03-30,Karnataka,Karnataka City 1,5G,Postpaid,1.7
AIR108592,2021-08-16,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,3.5
AIR108593,2024-12-25,Gujarat,Gujarat City 2,5G,Prepaid,0.2
AIR108594,2020-02-12,Gujarat,Gujarat City 1,4G,Prepaid,5.2
AIR108595,2019-07-04,Karnataka,Karnataka City 2,5G,Prepaid,5.9
AIR108596,2020-05-03,Karnataka,Karnataka City 3,4G,Postpaid,5.1
AIR108597,2024-08-27,Karnataka,Karnataka City 1,4G,Prepaid,0.9
AIR108598,2023-09-17,Uttar Pradesh,Uttar Pradesh City 2,5G,Broadband,1.9
AIR108599,2021-12-31,Tamil Nadu,Tamil Nadu City 2,4G,Enterprise,3.7
AIR108600,2019-06-20,Kerala,Kerala City 2,4G,Prepaid,6.3
AIR108601,2020-02-04,West Bengal,West Bengal City 2,4G,Postpaid,5.8
AIR108602,2023-11-14,Karnataka,Karnataka City 1,4G,Postpaid,2.1
AIR108603,2019-08-27,Kerala,Kerala City 1,5G,Prepaid,5.5
AIR108604,2022-09-02,West Bengal,West Bengal City 1,4G,Broadband,2.5
AIR108605,2023-03-27,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,2.1
AIR108606,2019-11-16,Kerala,Kerala City 3,4G,Postpaid,5.5
AIR108607,2022-09-10,Karnataka,Karnataka City 2,5G,Prepaid,2.8
AIR108608,2023-01-29,Maharashtra,Maharashtra City 3,4G,Prepaid,2.5
AIR108609,2021-01-28,Gujarat,Gujarat City 1,4G,Postpaid,4.5
AIR108610,2024-09-20,Kerala,Kerala City 2,4G,Broadband,1
AIR108611,2019-08-22,Delhi,Delhi City 2,4G,Prepaid,6.1
AIR108612,2020-07-09,Delhi,Delhi City 1,5G,Prepaid,5.4
AIR108613,2024-05-08,Kerala,Kerala City 2,4G,Prepaid,1.6
AIR108614,2020-11-06,Karnataka,Karnataka City 3,4G,Prepaid,4.3
AIR108615,2022-07-27,Rajasthan,Rajasthan City 3,4G,Postpaid,2.6
AIR108616,2021-06-26,Karnataka,Karnataka City 3,5G,Postpaid,3.8
AIR108617,2021-03-13,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,4.2
AIR108618,2021-04-30,Karnataka,Karnataka City 2,4G,Postpaid,4.1
AIR108619,2021-09-23,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,3.8
AIR108620,2021-04-25,Rajasthan,Rajasthan City 2,5G,Postpaid,4.3
AIR108621,2024-06-29,Maharashtra,Maharashtra City 3,4G,Broadband,1.2
AIR108622,2022-08-12,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,3.2
AIR108623,2019-01-22,Telangana,Telangana City 3,4G,Postpaid,6.8
AIR108624,2023-09-07,Delhi,Delhi City 1,4G,Enterprise,2.3
AIR108625,2021-10-04,Gujarat,Gujarat City 1,5G,Postpaid,3.4
AIR108626,2024-08-06,Delhi,Delhi City 1,4G,Broadband,0.6
AIR108627,2019-08-30,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,5.6
AIR108628,2022-11-18,Telangana,Telangana City 3,4G,Broadband,2.5
AIR108629,2020-03-28,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,5.2
AIR108630,2023-06-18,Maharashtra,Maharashtra City 2,4G,Prepaid,2.1
AIR108631,2020-09-13,Maharashtra,Maharashtra City 1,5G,Prepaid,4.9
AIR108632,2020-07-12,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.2
AIR108633,2021-05-21,Gujarat,Gujarat City 2,5G,Broadband,4.4
AIR108634,2021-12-04,Rajasthan,Rajasthan City 2,4G,Postpaid,3.9
AIR108635,2022-06-14,West Bengal,West Bengal City 2,4G,Broadband,3.5
AIR108636,2023-12-08,Telangana,Telangana City 3,5G,Prepaid,1.2
AIR108637,2020-05-21,Uttar Pradesh,Uttar Pradesh City 2,5G,Broadband,4.8
AIR108638,2020-03-25,West Bengal,West Bengal City 1,4G,Postpaid,5.1
AIR108639,2024-03-28,Gujarat,Gujarat City 3,4G,Prepaid,1.1
AIR108640,2020-06-21,Rajasthan,Rajasthan City 2,4G,Prepaid,5
AIR108641,2024-02-21,Maharashtra,Maharashtra City 2,4G,Enterprise,1.4
AIR108642,2022-05-17,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,3.2
AIR108643,2022-08-06,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,3.1
AIR108644,2020-12-16,Rajasthan,Rajasthan City 2,4G,Prepaid,4.8
AIR108645,2020-02-04,Delhi,Delhi City 1,4G,Prepaid,5.8
AIR108646,2022-05-16,Telangana,Telangana City 3,5G,Broadband,3.6
AIR108647,2022-12-17,Rajasthan,Rajasthan City 2,4G,Postpaid,2.2
AIR108648,2022-12-30,Karnataka,Karnataka City 3,4G,Postpaid,2.2
AIR108649,2021-07-09,Karnataka,Karnataka City 3,5G,Broadband,3.8
AIR108650,2024-08-05,Rajasthan,Rajasthan City 1,4G,Postpaid,0.8
AIR108651,2023-10-06,Maharashtra,Maharashtra City 1,4G,Broadband,1.7
AIR108652,2020-04-01,Rajasthan,Rajasthan City 3,4G,Prepaid,5.3
AIR108653,2024-02-28,Kerala,Kerala City 1,4G,Enterprise,1.5
AIR108654,2022-12-05,Gujarat,Gujarat City 1,5G,Prepaid,2.8
AIR108655,2020-10-06,Karnataka,Karnataka City 2,4G,Postpaid,5
AIR108656,2020-02-18,West Bengal,West Bengal City 1,4G,Postpaid,5.7
AIR108657,2023-06-02,Rajasthan,Rajasthan City 1,4G,Prepaid,2.5
AIR108658,2021-04-22,Karnataka,Karnataka City 2,5G,Prepaid,3.8
AIR108659,2022-12-31,Gujarat,Gujarat City 2,5G,Prepaid,2.2
AIR108660,2023-07-10,Gujarat,Gujarat City 3,4G,Prepaid,1.8
AIR108661,2019-06-10,West Bengal,West Bengal City 1,4G,Postpaid,5.9
AIR108662,2019-09-12,Uttar Pradesh,Uttar Pradesh City 2,4G,Enterprise,5.8
AIR108663,2021-12-29,Kerala,Kerala City 1,4G,Postpaid,3.5
AIR108664,2024-08-04,Rajasthan,Rajasthan City 3,4G,Postpaid,1
AIR108665,2019-02-05,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,6.6
AIR108666,2024-07-06,Rajasthan,Rajasthan City 1,5G,Prepaid,1.3
AIR108667,2020-04-14,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,5.6
AIR108668,2019-11-05,Telangana,Telangana City 2,4G,Enterprise,6.1
AIR108669,2024-04-05,Delhi,Delhi City 2,5G,Broadband,0.9
AIR108670,2020-04-25,Maharashtra,Maharashtra City 3,4G,Prepaid,4.9
AIR108671,2024-02-06,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,1.2
AIR108672,2021-02-27,Gujarat,Gujarat City 3,4G,Postpaid,4.2
AIR108673,2019-10-18,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,5.7
AIR108674,2020-03-05,Maharashtra,Maharashtra City 2,5G,Postpaid,5.4
AIR108675,2020-08-20,Karnataka,Karnataka City 1,5G,Postpaid,5
AIR108676,2020-03-07,Rajasthan,Rajasthan City 1,4G,Prepaid,5.5
AIR108677,2023-04-07,Maharashtra,Maharashtra City 3,5G,Broadband,2.5
AIR108678,2020-05-19,Karnataka,Karnataka City 1,5G,Prepaid,5.5
AIR108679,2020-11-03,Delhi,Delhi City 2,4G,Postpaid,5.1
AIR108680,2023-04-28,Karnataka,Karnataka City 3,5G,Broadband,1.8
AIR108681,2022-12-03,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,2.3
AIR108682,2022-11-26,Gujarat,Gujarat City 2,4G,Prepaid,2.4
AIR108683,2019-02-10,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,6.3
AIR108684,2020-01-19,West Bengal,West Bengal City 2,4G,Postpaid,5.4
AIR108685,2022-08-07,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,2.9
AIR108686,2023-12-21,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,1.7
AIR108687,2019-07-02,Karnataka,Karnataka City 2,5G,Prepaid,6.2
AIR108688,2024-03-10,Rajasthan,Rajasthan City 3,4G,Broadband,1.6
AIR108689,2021-11-29,Maharashtra,Maharashtra City 1,4G,Prepaid,4
AIR108690,2023-06-11,West Bengal,West Bengal City 1,4G,Postpaid,2.5
AIR108691,2022-08-01,West Bengal,West Bengal City 3,4G,Prepaid,2.5
AIR108692,2019-05-18,Maharashtra,Maharashtra City 1,4G,Postpaid,5.8
AIR108693,2019-12-01,Maharashtra,Maharashtra City 1,4G,Prepaid,5.4
AIR108694,2019-05-18,Gujarat,Gujarat City 3,4G,Postpaid,6
AIR108695,2023-02-06,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,2.4
AIR108696,2020-05-02,Delhi,Delhi City 1,4G,Prepaid,5.2
AIR108697,2020-07-29,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,5
AIR108698,2023-06-22,Maharashtra,Maharashtra City 1,5G,Broadband,2.2
AIR108699,2022-03-15,Rajasthan,Rajasthan City 2,4G,Prepaid,3.6
AIR108700,2021-06-16,Kerala,Kerala City 3,4G,Postpaid,4.4
AIR108701,2023-03-14,Kerala,Kerala City 1,5G,Postpaid,2.8
AIR108702,2022-01-13,Delhi,Delhi City 1,5G,Prepaid,3.1
AIR108703,2023-05-06,Maharashtra,Maharashtra City 2,5G,Prepaid,1.9
AIR108704,2021-10-29,Kerala,Kerala City 3,4G,Enterprise,3.5
AIR108705,2021-05-08,Delhi,Delhi City 3,4G,Postpaid,4
AIR108706,2022-01-17,West Bengal,West Bengal City 1,5G,Broadband,3.4
AIR108707,2022-01-17,Delhi,Delhi City 2,5G,Postpaid,3.5
AIR108708,2019-12-16,West Bengal,West Bengal City 2,4G,Prepaid,5.7
AIR108709,2024-04-07,Gujarat,Gujarat City 2,4G,Prepaid,1.4
AIR108710,2020-02-09,Kerala,Kerala City 2,4G,Postpaid,5.7
AIR108711,2019-02-12,Delhi,Delhi City 2,4G,Postpaid,6.8
AIR108712,2023-11-17,Delhi,Delhi City 2,4G,Prepaid,2.1
AIR108713,2024-02-22,Delhi,Delhi City 3,4G,Postpaid,1
AIR108714,2021-05-01,Rajasthan,Rajasthan City 1,5G,Broadband,3.9
AIR108715,2021-12-04,Delhi,Delhi City 1,4G,Postpaid,3.4
AIR108716,2021-10-10,Rajasthan,Rajasthan City 2,5G,Prepaid,3.6
AIR108717,2022-05-02,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,3.1
AIR108718,2023-03-22,Gujarat,Gujarat City 3,4G,Enterprise,2.3
AIR108719,2022-07-10,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,3.1
AIR108720,2020-06-13,Telangana,Telangana City 1,5G,Prepaid,5.3
AIR108721,2024-03-25,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,1.6
AIR108722,2024-10-17,Maharashtra,Maharashtra City 3,4G,Prepaid,1.1
AIR108723,2021-11-14,West Bengal,West Bengal City 2,5G,Prepaid,4.1
AIR108724,2020-05-27,Maharashtra,Maharashtra City 1,4G,Prepaid,4.7
AIR108725,2024-07-10,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,0.7
AIR108726,2019-07-02,Uttar Pradesh,Uttar Pradesh City 3,5G,Broadband,5.8
AIR108727,2024-10-02,Kerala,Kerala City 2,5G,Postpaid,0.6
AIR108728,2022-01-09,Karnataka,Karnataka City 2,4G,Prepaid,3.4
AIR108729,2019-06-09,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,6.1
AIR108730,2024-06-30,Gujarat,Gujarat City 2,5G,Broadband,1.1
AIR108731,2023-01-12,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,2.7
AIR108732,2021-01-07,Rajasthan,Rajasthan City 2,4G,Postpaid,4.8
AIR108733,2024-05-31,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,1.5
AIR108734,2019-07-20,Delhi,Delhi City 3,4G,Postpaid,6.4
AIR108735,2022-07-31,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,2.5
AIR108736,2025-01-03,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,0.2
AIR108737,2023-01-03,West Bengal,West Bengal City 2,5G,Prepaid,2.3
AIR108738,2020-12-11,Karnataka,Karnataka City 3,4G,Broadband,4.4
AIR108739,2023-11-05,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,1.6
AIR108740,2024-04-22,West Bengal,West Bengal City 2,4G,Prepaid,1.2
AIR108741,2022-05-17,Delhi,Delhi City 3,4G,Prepaid,3.2
AIR108742,2021-05-21,Maharashtra,Maharashtra City 2,4G,Broadband,4.3
AIR108743,2020-07-28,Delhi,Delhi City 1,4G,Prepaid,5.2
AIR108744,2019-03-23,Kerala,Kerala City 1,4G,Prepaid,6.7
AIR108745,2019-09-20,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,6.2
AIR108746,2019-10-13,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,5.3
AIR108747,2019-01-23,Maharashtra,Maharashtra City 2,4G,Prepaid,6.1
AIR108748,2024-07-24,Gujarat,Gujarat City 3,4G,Postpaid,0.7
AIR108749,2019-07-25,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,5.8
AIR108750,2022-12-26,Karnataka,Karnataka City 3,5G,Enterprise,2.5
AIR108751,2019-04-05,Telangana,Telangana City 2,4G,Broadband,6.3
AIR108752,2022-10-31,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,2.8
AIR108753,2019-05-17,Telangana,Telangana City 2,4G,Broadband,6.3
AIR108754,2025-01-07,Delhi,Delhi City 3,4G,Postpaid,0.8
AIR108755,2024-07-30,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,1.3
AIR108756,2021-07-31,Gujarat,Gujarat City 3,5G,Prepaid,4.4
AIR108757,2019-03-15,West Bengal,West Bengal City 1,4G,Prepaid,5.9
AIR108758,2022-09-07,Rajasthan,Rajasthan City 1,5G,Prepaid,2.5
AIR108759,2020-07-02,Gujarat,Gujarat City 2,5G,Postpaid,4.8
AIR108760,2021-09-26,Rajasthan,Rajasthan City 1,5G,Enterprise,3.6
AIR108761,2021-10-21,Delhi,Delhi City 1,4G,Prepaid,3.6
AIR108762,2024-05-21,Gujarat,Gujarat City 2,4G,Postpaid,1.1
AIR108763,2022-09-23,West Bengal,West Bengal City 3,4G,Postpaid,2.9
AIR108764,2019-10-18,Rajasthan,Rajasthan City 3,4G,Prepaid,5.9
AIR108765,2019-03-12,Maharashtra,Maharashtra City 1,4G,Broadband,6.6
AIR108766,2019-04-18,Karnataka,Karnataka City 3,5G,Postpaid,6.6
AIR108767,2022-04-19,Gujarat,Gujarat City 1,5G,Prepaid,3.7
AIR108768,2024-01-08,Delhi,Delhi City 3,5G,Broadband,1.1
AIR108769,2022-07-12,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,2.7
AIR108770,2023-02-07,West Bengal,West Bengal City 3,4G,Postpaid,2.2
AIR108771,2024-07-16,Rajasthan,Rajasthan City 1,4G,Postpaid,0.8
AIR108772,2022-05-28,Rajasthan,Rajasthan City 2,4G,Postpaid,3
AIR108773,2020-07-22,Karnataka,Karnataka City 3,5G,Prepaid,5
AIR108774,2022-01-10,Rajasthan,Rajasthan City 3,4G,Broadband,3.6
AIR108775,2019-06-13,Telangana,Telangana City 3,5G,Enterprise,6.3
AIR108776,2021-07-18,Kerala,Kerala City 1,4G,Postpaid,4.2
AIR108777,2022-07-16,Telangana,Telangana City 2,4G,Postpaid,3.3
AIR108778,2022-04-21,Rajasthan,Rajasthan City 1,4G,Broadband,3.7
AIR108779,2024-05-19,West Bengal,West Bengal City 3,4G,Prepaid,0.7
AIR108780,2019-06-29,Gujarat,Gujarat City 1,4G,Enterprise,5.7
AIR108781,2020-04-16,Delhi,Delhi City 3,4G,Postpaid,5
AIR108782,2022-02-08,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,3.3
AIR108783,2020-06-15,Gujarat,Gujarat City 1,5G,Postpaid,5
AIR108784,2024-06-12,Maharashtra,Maharashtra City 3,5G,Postpaid,1.1
AIR108785,2020-08-31,Gujarat,Gujarat City 3,5G,Prepaid,5
AIR108786,2021-12-18,Gujarat,Gujarat City 2,5G,Postpaid,3.7
AIR108787,2021-09-01,Delhi,Delhi City 1,5G,Postpaid,4.1
AIR108788,2021-09-01,Karnataka,Karnataka City 1,4G,Postpaid,4.2
AIR108789,2019-08-12,Rajasthan,Rajasthan City 3,4G,Prepaid,6.3
AIR108790,2019-07-08,Karnataka,Karnataka City 3,4G,Postpaid,5.6
AIR108791,2019-02-28,Maharashtra,Maharashtra City 1,5G,Postpaid,6
AIR108792,2021-10-28,Uttar Pradesh,Uttar Pradesh City 1,4G,Enterprise,3.5
AIR108793,2023-02-16,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,2.2
AIR108794,2021-04-04,Telangana,Telangana City 3,5G,Broadband,4.2
AIR108795,2020-02-10,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,5.4
AIR108796,2020-09-05,Rajasthan,Rajasthan City 2,5G,Broadband,4.9
AIR108797,2024-02-19,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,1.6
AIR108798,2021-11-10,Kerala,Kerala City 3,4G,Prepaid,3.9
AIR108799,2020-01-19,Telangana,Telangana City 3,5G,Prepaid,5.8
AIR108800,2020-02-16,Maharashtra,Maharashtra City 1,5G,Broadband,5.8
AIR108801,2024-04-26,Rajasthan,Rajasthan City 3,4G,Prepaid,0.8
